Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
33;Product Owner, Analytics Platform;MEDGATE;Allschwil;Own and maintain the feature backlog for the analytics platform, balancing business needs, data insights, and platform consistency | Write clear, testable user stories with acceptance criteria aligned to technical requirements for data pipelines, data models, and BI dashboards | Ensure product integrity during new feature and data integration rollouts.;Define and champion the analytics platform vision, aligning [Medgate's] strategic goals with business data and reporting needs. | Collaborate with the Business Owner, TTL, data engineers, compliance teams, and other product team POs. | Proactively communicate delivery timelines, dependencies, and potential issues to stakeholders.
34;Product Lead Logistik;Brack.Alltron AG;Mägenwil;Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Logistik mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie die Logistikkollegen und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für den Bereich Logistik mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.;Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Warehouse Systeme, Inbound und Outbound Logistik | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Logistiksystemen und deren Logiken | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten
35;(Senior) Data Analyst Online Shop (w/m/d);Digitec Galaxus AG;Zürich;Du analysierst das Nutzerverhalten und leitest daraus Hypothesen sowie Handlungsempfehlungen für die Produktentwicklung ab. | Gemeinsam mit Product Owner, Engineers und UX-Experten entwickelst du KPIs und stellst diese über benutzerfreundliche Reports zur Verfügung. | Du übernimmst die Konzeption und statistische Auswertung von Online-Experimenten und leitest daraus konkrete Handlungsempfehlungen ab. | Zusammen mit unseren Data Engineers und Data Scientists trägst du dazu bei, unsere Business-Intelligence-Infrastruktur weiterzuentwickeln und durch übergreifende Initiativen auszubauen. | Du übersetzt die Informationsbedürfnisse des Business in Tracking-Anforderungen und setzt diese gemeinsam mit den Entwicklern um.;Abgeschlossenes Studium im technischen oder Daten fokussierten Bereich (ETH/UNI/FH) oder ausreichend relevante Berufserfahrung. | Erfahrung in der Analyse komplexer Datensätze, idealerweise im E-Commerce-Umfeld. | Fundierte Kenntnisse in der Extraktion und Verarbeitung von Daten mit SQL und Python. | Erfahrung in Konzeption, Umsetzung und statistischer Auswertung von Online-Experimenten (z. B. A/B-Tests) sowie weiterer Methoden der Kausalanalyse. | Kenntnisse im Einsatz von Business-Intelligence-Software wie Tableau oder Looker Studio zur Visualisierung von Daten. | Kenntnisse in Data Science, Machine Learning und Software-Entwicklungspraktiken (z. B. Versionskontrolle) sind von Vorteil. | In Englisch und Deutsch zu arbeiten fällt dir leicht. Die Teamsprache ist Deutsch.
36;Product Lead Sourcing & Purchasing;Brack.Alltron AG;Zürich und/oder Mägenwil;Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Beschaffung und Einkauf mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie Commercials / Category Management, Sales und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für die Bereiche Beschaffung und Einkauf mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.;Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten
37;Applied Machine Learning Engineer (80 %);Zentralbibliothek Zürich;Zürich;unsere digitalisierten Bestände mit zusätzlichen Metadaten für multi-modales Retrieval anzureichern, | grosse Datenkorpora wie zum Beispiel aus dem Google-Books-Projekt mittels ML-Methoden wie Topic Modelling, Named Entity Recognition, Vergabe von Schlagwörtern oder Visualisierungen zu erschliessen, | die Zugänglichkeit unserer Daten zu verbessern, zum Beispiel durch natürlichsprachliche Such- und Empfehlungsfunktionen, Relevanz-Ranking, Auflistung inhaltlich ähnlicher Literatur, Zusammenfassungen oder Übersetzungen, | die Datenerschliessungsprozesse in der ZB weiterzuentwickeln, | Forschende bei dem Zusammenstellen von massgeschneiderten Korpora zu unterstützen | Abgeschlossenes Hochschulstudium in Informatik, Data Science, Computerlinguistik oder gleichwertige Ausbildung in einem verwandten Bereich | Einschlägige Erfahrung in der Anwendung von Machine Learning-Verfahren und von Natural Language Processing-Modellen, idealerweise mit Schwerpunkten auf Textverarbeitung und Textgenerierung | Exzellente Programmierkenntnisse in Python und Erfahrung mit Deep Learning-Frameworks wie TensorFlow oder PyTorch | Fundiertes Verständnis von Datenbanken, Datenintegration und Datenbereinigung | Ausgeprägte Kundenorientierung und Kommunikationsfähigkeit | Initiative, lösungsorientierte und teamfähige Persönlichkeit | Erfahrungen mit methodischer Projektarbeit und Interesse an agilen Arbeitsweisen | Sie arbeiten mit Neugier und Wissensdurst und bringen sich gerne mit guten Vorschlägen ein | Deutschkenntnisse auf Muttersprache-Niveau und gute Englischkenntnisse in Wort und Schrift;no skills found on this job ad
38;Mendix Tech Consultant (all genders);adesso Schweiz AG;Deutschschweiz;"Participate in the full software development lifecycle - Analyze, understand and document software and business requirements; conceptualize and design architecture and structure; design and implement scalable databases; develop web and mobile applications; develop, design and execute comprehensive test scenarios and troubleshooting; set up, manage and track deployment/processes; and maintain through ongoing support and gathering new requirements or enhancements. | Work as part of a project team - offer guidance, feedback, and conduct code reviews. Actively participate in scrum ceremonies. Experience with agile methodologies and proficiency in at least one Scrum framework is mandatory. Additionally, you’ll collaborate with stakeholders, project managers, and solution architects to analyze system specifications, translate them into system requirements, and provide strategic guidance to ensure the project's successful delivery. | Sound knowledge: Degree in computer science, business informatics, data science or a comparable field of study with a relevant connection. | Experience: 2-3 years of professional experience with Mendix. | Certification: Mendix Rapid Certification. | Language skills: Fluent in English and either German (C1), French (C1) or Italian (C1), depending on the location. | Learn and grow with us: we support your continuous development with over 400 training courses and our digital learning platform. | Experience real team spirit: joint events (e.g. ski weekends and the annual eduCamp training trip), welcome days and company runs strengthen our team spirit and allow you to be part of the team from the very beginning. | Commitment that is rewarded: Your commitment pays off - with bonuses for recommendations, lectures, thesis supervision and attractive benefits via our corporate benefits portal.";Development skills: You have already developed with JavaScript, CSS, Python, Java, PHP and PostgreSQL. You are familiar with asynchronous processes such as timers and task queues. | Certifications: Mendix Intermediate and/or Advanced certification. | Automation skills: Development of CI/CD pipelines with Mendix. | Methodology experience: You have experience in BDD (Behavior-Driven Development), TDD (Test-Driven Development), JUnit frameworks and test automation.
39;PhD student in Life Science Engineering (100 %);Haute Ecole d'Ingénierie;1950 Sion;Execute an innovative research project at the intersection of experimental process development and computational modeling, with a focus on process optimization and analytical technologies. | Collaborate with the project partner Lonza and the PhD co-supervisor Prof. Jürgen Hubbuch at the Karlsruhe Institute of Technology (KIT), ensuring strong communication in alignment with project goals. | Share your findings through high-impact publications and conference presentations, contributing to the scientific community and industry advancements.;Master’s degree in chemical engineering, biotechnology, bioinformatics, or a related field, with an academic record above 5.25 (Swiss grading system). | Hands-on experience with liquid handling systems, inclusion body refolding, and/or molecular dynamics simulations. | Strong programming skills (e.g., Python, R, MATLAB) for data analysis and modeling. | Excellent communication and teamwork skills, with fluency in English. | Industrial experience in biopharmaceuticals or related fields is a plus.
40;Business Analyst Material Science;Omya (Schweiz) AG;Egerkingen;"Analyze business, market, customer, and competitor data to provide basis for actionable recommendations in terms of portfolio and/or business opportunities or gaps. | Provide input to establish targets for sales performance for Market/Segment portfolio, such as product mix, sales volume, market share, or business development. | Develop dashboards and reports to monitor market trends, segment performance, and campaign effectiveness. | Collaborate with Sales Excellence team to ensure robust and scalable insight generation. | Measure and report segment growth vs. previous years and strategic plans. | Analyze business metrics for strategic ""solutions"" and provide actionable insights, especially on product mix gaps. | Track sales performance including profitability, volumes, market share, and cross-selling scores. | Support gap analysis for global Key Accounts and vs. target account plans as needed. | Develop and monitor KPIs for strategic projects and target market opportunities. | Deliver timely, accurate reports and recommendations to Segment Head, Portfolio Directors, and Key Account Managers. | Provide competitive intelligence (imports, market benchmarks, competitor activity). | Build and maintain predictive analytics tools. | Leverage AI and CRM (Salesforce) data to uncover trends and opportunities.";Bachelor's or Master's degree in Business Analytics, Economics, Engineering, or related field. | 3+ years of experience in business analysis, preferably in B2B industrial or chemical sectors. | Strong analytical and problem-solving skills. | Data Analysis and management (e.g. Python, SQL, NoSQL) | Proficiency in data visualization and BI tools (e.g., Power BI, Tableau). | Experience with CRM systems (Salesforce preferred) and AI-based analytics. | Excellent communication and stakeholder management skills. | Ability to work cross-functionally in a global matrix organization. | Mindset: Strategic thinker with a hands-on attitude. Curious, proactive, and solution-oriented. | Excellent command in English, both oral and written. | Good command of both oral and written additional relevant language is beneficial, particularly German.
41;Produktmanager*in Life Science;IGZ Instruments AG;Deutschschweiz;no tasks found on this job ad;no skills found on this job ad
42;Dozentin oder Dozent für Data Engineering;Berner Fachhochschule BFH;Biel;Methoden, Technologien und Anwendungen im Bereich Data Engineering und KI in unseren Bachelor-Studiengängen, insbesondere im BSc Data Engineering (bfh.ch/data-engineering), mit Fokus auf die Praxis unterrichten | Studierende bei Projektarbeiten sowie Thesen auf Stufe Bachelor und Master betreuen | Spezialisierte Fachthemen in Weiterbildungsangebote einbringen | Angewandte Forschungsprojekte im eigenen Themenbereich akquirieren und betreuen | Erfahrung und Schaffenskraft in unser technikbegeistertes Kollegium und das grosse Netzwerk der Berner Fachhochschule einbringen | Mit uns und unseren Studierenden die Zukunft gestalten – durch die Entwicklung und aktive Nutzung der Informationstechnologien von morgen!;"Hochschulabschluss (mindestens Master oder vergleichbare Qualifikation; Doktorat erwünscht) in Datenwissenschaften, Informatik, Wirtschaftsinformatik oder einem verwandten Fachgebiet | Mindestens 5 Jahre einschlägige, praktische Erfahrung in Data Engineering, Entwicklung und Betrieb von Daten- und Applikationsplattformen, Datenarchitektur, Maschinellem Lernen oder KI | Freude und Geschick bei der Vermittlung anspruchsvoller Lehrinhalte | Ausgewiesene Erfahrung im Projektmanagement und Freude an der Zusammenarbeit im Team | Interesse an angewandter Forschung, gute kommunikative Fähigkeiten sowie Erfahrung in der Projektakquisition | Sehr gute Englisch- oder Deutschkenntnisse (mind. C1) – beides sind Unterrichtssprachen. Französische Sprachkenntnisse sind von Vorteil."
43;PhD position in technology and innovation management;Etat de Fribourg;Fribourg;As a PHD student, you are required to be accepted into and enrolled in the Doctoral Program at the Faculty of Management, Economics, and Social Sciences at the University of Fribourg. Accordingly, 50% of your time will be dedicated to completing your doctoral studies and thesis. In writing your thesis, you will be coached by your supervisor Prof. Dr. Stephan Nüesch. | As a member of the iimt team, you will mentor both Master and executive education students. Your responsibilities will include (co-)teaching in lectures, guiding students through their Master's, EMBA, or CAS thesis, and contributing to an exceptional learning environment by assisting with administrative tasks. | A master's degree in business administration (e.g., management, innovation management, HRM, technology management, finance, controlling). Candidates are welcome to apply early, which may even be several months prior to their graduation | A passion for teaching and research | Fluent in English and proficient in French and/or German, with good passive comprehension of the other language | An interest in one of the following areas: Digital business models, open innovation and crowdsourcing, top management teams and digital innovation, technology management, strategic human resource management | Expertise in empirical research methods is desirable;no skills found on this job ad
44;Contractor - IT System Engineer;Humanis AG;Deutschschweiz;Operate and enhance an in-house collaboration platform | Build and maintain CI/CD pipelines for automated software delivery | Manage on-premises systems and Kubernetes clusters securely and efficiently | Automate infrastructure provisioning using IaC (Ansible/Terraform) | Implement monitoring, logging, and alerting (ELK, Prometheus, Grafana) | Integrate and optimize real-time data streams with Apache Kafka | Support test automation and ensure system reliability (JUnit, Selenium, TestNG) | Maintain architecture compliance and present solutions to engineering teams | Manage agile workflows and documentation using Jira, Confluence, and GitLab | MSc or BSc in Computer Science, Engineering, or related field | At least 2–3 years of professional experience in a similar role (DevOps / System Engineering) | Strong expertise in CI/CD, Kubernetes, IaC, and Linux system administration | Experience in architecture-driven development and implementation reviews | Independent, structured, and communicative working style | Ability to explain complex technical topics in a clear and understandable way | Fluent in German (native) with good English skills | Willingness to commute or relocate to the Bern area | Exciting IT projects in a modern and innovative technical environment | Attractive employment conditions and remuneration. | Social benefits;no skills found on this job ad
45;Consultant - Forensic Technology and eDiscovery;EY (Ernst & Young AG);Zurich;"The rapidly growing Forensic department is currently seeking the right candidates for an excellent career opportunity in the Forensic Technology and eDiscovery team. | You will be responsible for providing critical support to our teams of investigators, clients, legal counsels and regulators in fact-finding activities. | Our methodology incorporates advanced data analysis technologies such as Generative AI (""GenAI""), natural language processing, machine learning, predictive coding, social network analysis and automation. You will receive training on our forensic technologies and the opportunity to contribute to innovation. | You will have a unique, career changing opportunity to play a key role in the growth and strategy of the team.";Working in engagement teams, carrying out both reactive and proactive data analysis of large volumes of unstructured and structured data. | Collaborating with clients, fraud investigators, internal and external auditors, lawyers and regulatory authorities in sensitive and sometimes adversarial situations. | Working in our dedicated Forensic Technology & eDiscovery lab and secure platform to help clients secure and uncover facts with the use of technology. | Innovating and developing new solutions to answer current and future needs of our clients. | Supporting the leadership team and the project manager on the operational level and acting as a role model and coach for more junior team members.
46;Wissenschaftliche:n Projektmitarbeiter:in Multimedia Production;Fachhochschule Graubünden;Chur;Bachelorstudium in Multimedia Production, Design, Medientechnik, Medienwissenschaft oder einer verwandten Studienrichtung | Erste Praxiserfahrungen oder besonderes Interesse in Live Communication, Social Media, Audio/Video | Kommunikative Persönlichkeit mit einem überzeugenden Auftreten | Organisatorisches Talent und Interesse an der Arbeit mit digitalen Medien | Freude an der Zusammenarbeit mit Studierenden | Gute Deutsch- und Englischkenntnisse in Wort und Schrift | Bereitschaft für Reisen an unsere anderen Studienstandorte;"Unserem dynamischen Teamspirit und unserer persönlichen Atmosphäre | Jährlich drei Wochen Zeitguthaben für die persönliche Weiterbildung | Unserer Unterstützung in der persönlichen Weiterentwicklung | Modernen Anstellungsbedingungen 
und vielen Sport- und Kulturangeboten"
47;Manager - Technology Consulting - Cyber Security (80-100%);EY (Ernst & Young AG);Zurich;Your focus will be on Cybersecurity consulting, information security, and risk assessment of processes, applications, systems, and IT infrastructures in banks and insurance companies | You will work on projects in hot topics in Cybersecurity such as cloud security, blockchain, DevOps, penetration testing, and security architecture | In addition, you will also take on tasks in the areas of IT risk assurance in terms of internal controls and risk and compliance management | Manage and execute complex Cybersecurity engagements | Contribute to go-to-market strategy and execution including identification of sales opportunities, and preparation of proposals for our financial services and insurance clients | Collaborate with cross-functional and cross-regional EY teams to create strong ties, to raise awareness of the Cybersecurity team's capabilities, and to seize cross-functional sales opportunities | Speak and participate in security conferences and professional meetings | As a member of an interdisciplinary team of specialists, you will support our customers in consulting projects in assessing and improving the effectiveness and quality in the field of Cybersecurity | Help our clients understand the Cyber threat landscape and assess the maturity of their Cybersecurity strategy;Degree (Bachelor's or Master's) in Business Information Technology, in a technical field (e.g. Computer Science) related to Cybersecurity topics, MAS in Information Security, or equivalent education | Relevant professional experience (at least 5 years) in Cybersecurity, information security and technical IT security assessments | Sound organizational and technical knowledge in the area of Cybersecurity including experience with relevant security standards and frameworks (e.g. ISO 27001:2013, NIST Cybersecurity Framework etc.) | A must: Passion for consulting and Cybersecurity topics and an in-depth experience in one or more Cybersecurity areas such as (but not limited to) security architecture, data protection, network security, or identity and access management | Experience in leadership, team mentoring, client, and project management | Ideally, relevant industry certifications (e.g. CISSP, CISM, CRISC, CISA, etc.) | A plus: Previous knowledge of the financial services sector | Qualities guaranteed to boost your career at EY: ability to work in a team, determination, commitment, a strong presence, an independent working style, and a quick grasp of new topics | Fluent in German and English
48;Data Analyst;netplus.ch SA;Sierre;Révéler l'invisible : Explorer, collecter et interpréter nos ensembles de données pour identifier des tendances et les opportunités de croissance, que vous traduirez en tableaux de bord décisionnels percutants. | Construire l'avenir de la donnée : Participer activement à la construction d'un environnement de données robuste, sécurisé et pérenne. | Anticiper pour mieux agir : Développer et maintenir des modèles statistiques et prédictifs pour formuler des recommandations. | Collaborer et communiquer : Travailler en étroite collaboration avec les équipes métiers pour comprendre leurs besoins.;Qualités Personnelles : Vous êtes reconnu(e) pour votre rigueur, votre curiosité et votre solide esprit d'analyse. Proactif(ve) et autonome, vous savez résoudre des problèmes complexes et proposer des solutions innovantes.
49;Expert–e en intelligence artificielle;Nicht offengelegter Arbeitgeber;Neuchâtel;D'intégrer une équipe dynamique, accueillante et bienveillante. | Un poste à responsabilités, varié et motivant, dans un cadre innovant. | Une organisation de travail flexible dans un environnement moderne et ouvert aux nouvelles idées.;no skills found on this job ad
50;Senior Software Engineer mit AI/ML Erfahrung;RUAG AG;Bern;Entwicklung und Pflege von Softwarelösungen zur Integration von ML-Modellen in Produkte und Plattformen | Design und Implementierung skalierbarer APIs und Services für ML-Modelle | Aufbau von Daten- und Modell-Pipelines mit Fokus auf Zuverlässigkeit, Sicherheit und Effizienz | Zusammenarbeit mit Data Scientists und ML-Engineers bei der Umsetzung von Modellen in produktive Systeme | Anwendung von Best Practices im Bereich Softwarequalität (Clean Code, Testing, CI/CD, Code Reviews) | Monitoring, Debugging und Optimierung bestehender ML-gestützter Anwendungen;Bachelor oder Master-Abschluss in Computer Science oder benachbartem Gebiet | Mehrjährige Erfahrung als Softwareentwickler z.B. in Python, Java oder C++ | Erfahrung mit Containerisierung und Orchestrierung (Docker, Kubernetes, OpenShift) | Teamorientierte Arbeitsweise mit Schwerpunkt auf Zusammenarbeit und Anpassungsfähigkeit | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift
51;Global Customer Engagement Solutions Lead;Bavarian Nordic Berna GmbH;Bern;Own and update the customer engagement platform roadmap | Own the business-side governance and integration readiness of the full engagement platform stack | Enable omnichannel customer engagement | Identify gaps and lead solution evaluations | Drive compliance, SOPs, and data flow alignment | Support users with onboarding, guidance, and feedback loops;"Bachelor's degree in Marketing, Digital Business, IT, or a related field (Master's or MBA is a plus) | 10+ years in customer engagement, MarTech, or digital operations | Hands-on experience leading MarTech in regulated industries (pharma/life sciences preferred) | Strong understanding of the customer engagement and MarTech ecosystem, including marketing automation, CDPs, consent management, tagging and analytics tools, CMS, social/paid media orchestration tools | Proven ability to turn business needs into scalable digital solutions | Fluent in English; additional languages a plus"
52;Wissenschaftliche*r Mitarbeiter*in oder Assistent*in Information Security und Privacy 50-100%;Hochschule Luzern;Rotkreuz;Mitarbeit in Dienstleistungs- und Entwicklungsprojekten im Bereich Information Security | Unterhalt und Weiterentwicklung des IT-Security Labors mit Betreuung von Studierenden | Mitbetreuung von studentischen Arbeiten in den Bereichen Information Security und Privacy | Organisation und Durchführung von Kursen, Weiterbildungsanlässen, Kongressen und Fachreferaten;Sie haben bereits oder sind im Studium zu einem Bachelor- oder Masterabschluss im Informatikbereich (Informatik, Wirtschaftsinformatik, Information & Cyber Security etc.) | Sie haben grosses Interesse an Themen der Informationssicherheit und des Datenschutzes | Sie sind dienstleistungsorientiert und schätzen den Umgang mit Studierenden, Dozierenden und Wirtschaftspartnern | Sie haben Freude, an der Weiterentwicklung unserer Dienstleistungs- und Weiterbildungsangebote mitzuwirken | Sie sind auch technisch versiert und haben Freude daran, aktuelle Technologien im Laborumfeld zu implementieren und verständlich zu machen | Sie sind zuverlässig, arbeiten selbstständig und genau | Ihre Muttersprache ist Deutsch und Sie verfügen über gute Englischkenntnisse
53;(Senior) Consultant - Technology Strategy & Transformation - Financial Services (80-100%);EY (Ernst & Young AG);Zurich;Understand clients' business needs to align IT strategies effectively. | Create live demos for relevant use cases and stay informed on emerging technologies (Cloud, Data Analytics, ML & AI, Process Mining, etc.), assess their market impact and relevance to clients' current and future business models. | Facilitate business transformation by leveraging technology and applying agile and waterfall methodologies. | Manage technology-driven projects, including resource allocation, activity planning, and work product oversight. | Assist in IT cost optimization initiatives to enhance financial efficiency. | Participate in assessment, design, and IT implementation projects, providing vital support. | Analyze data to derive insights and propose actionable strategies. | Communicate findings and deliverables clearly to clients and senior team members. | Work collaboratively in dynamic, cross-functional teams to achieve project goals.;"A passion for Information Technologies, Digital Innovation and Financial Services | A degree in Business Information Technology, Information Technology, Computer Science, Business Administration with a strong technology affinity, or equivalent | Fluency in German and English; French and Italian beneficial | First working experience in technology consulting or a technology delivery environment in Financial Services (Banking & Capital Markets, Wealth & Asset Management, or Insurance) | Strong analytical skills with an ability to structure and analyze problems in a systematic and organized way | The ability to break down and structure complex matters and communicate them effectively to senior stakeholders | An open-minded motivated personality willing to work in teams | An entrepreneurial mentality with the willingness to drive and own solutions | Can-do mindset, with a focus on high performance standards and ability to work in a focused and independent manner | Coding and prompt engineering capabilities"
54;Library & Research Support Specialist;Sommet Education;Bulle;Manage loans, interlibrary requests, and maintain study spaces | Provide technical support for library resources, including databases, research tools, and library software | Assist users in navigating the library's online catalogue and integrated library systems | Provide research assistance and training (UG, MSc, PhD) | Deliver inductions, workshops, and online support;Support faculty and PhD researchers with literature searches, citation tools, and research strategies | Collaborate with faculty to integrate information literacy into the curriculum and support course-specific research needs | Align resources with course assignments and projects | Prepare subject guides and bibliographies
55;Infirmier-ère évaluateur-trice RAI 50 %;Nicht offengelegter Arbeitgeber;1066 Epalinges;Bachelor of Science HES-SO en Soins infirmiers ou titre jugé équivalent (Reconnaissance Croix-Rouge pour les diplômes étrangers) | Expérience en soins à domicile, un atout | Bonne capacité d'adaptation aux changements | Aptitude à travailler de manière autonome et à faire face à des situations de crise | Entregent et aptitude pour l'encadrement du personnel auxiliaire | Flexibilité dans l'organisation du taux en fonction des remplacements nécessaires au sein de l'équipe | Bonne connaissances des outils informatiques usuels | Permis de conduire;Un travail varié, riche en contacts, faisant appel à des qualités humaines et techniques | Un accompagnement et encadrement personnalisé | Un travail dans une équipe pluridisciplinaire dynamique et motivée | De la formation continue encourageant le développement de compétences | Des conditions de travail selon la Convention Collective de Travail (CCT) dans le secteur sanitaire parapublic vaudois | Une politique salariale équitable homme-femme (FAIR-ON PAY)
56;Collaborateur scientifique HES (CDD 4 ans);Haute Ecole Arc;La Chaux-de-Fonds;"Concevoir, automatiser et valider des pipelines de préparation/traitement de fluides biologiques (robotique de manipulation de liquides, microfluidique, contrôle qualité, traçabilité ELN/SOPs). | Développer, optimiser et standardiser des protocoles automatisés de génération et maintenance d’organoïdes (stations de pipetage, robots collaboratifs, contrôleurs microfluidique). | Mettre au point des procédés de fonctionnalisation de surfaces (chimies de couplage, immobilisation biomoléculaire) compatibles avec des plateformes microphysiologiques. | Assurer le lien technique et la communication avec les partenaires académiques et industriels ; organiser les réunions, suivre les livrables et les jalons. | Contribuer à la gestion du projet : planification (Gantt), suivi des risques, budget et reporting technique/administratif. | Participer à la dissémination (rapports, présentations, publications) et au transfert (PI/brevets, interactions | QA/RA). | Encadrer des étudiants/techniciens et former aux bonnes pratiques EHS/qualité.";PhD en Life Sciences avec connaissances en ingénierie (p.ex. automation, microfluidique) ou PhD en Ingénierie Biomédicale avec une expertise en culture cellulaire (idéalement 3D), ou similaire. | Expérience dans le management de projet et transfert technologique. | Français parlé et écrit | Anglais parlé et écrit (langue officielle du projet) | Capacité d’adaptation, motivation, indépendance.
