Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills;Job_Search_Term
24;Business Analyst*in Prozesse Privatkundschaft;ÖKK;Landquart;Analyse, Modellierung und Weiterentwicklung von Geschäftsprozessen | Pflege und Weiterentwicklung des internen Kontrollsystems (IKS) in enger Abstimmung mit Verantwortlichen aus dem Geschäftsbereich Private und dem Risikomanagement | Identifikation von Potenzialen zur Prozessoptimierung und Automatisierung | Leitung von und/oder Mitarbeit in spannenden Projekten zur Digitalisierung, Automatisierung und Optimierung von Abläufen im Rahmen gesetzlicher und unternehmensinterner Anforderungen | Ableitung und Erstellung von Anforderungen aus der Prozess- und Datenanalyse;no skills found on this job ad;Business Analyst
25;Business Analyst – Telecom – Voice, SMS, Roaming – 100%;Salt Mobile SA;1008 Prilly;Develop and lead business analyses to identify growth opportunities and optimize performance | Build strong business cases to support strategic decision-making | Negotiate and manage relationships with vendors and telecom partners to ensure the best quality of service for our customers | Actively contribute to budgeting, forecasting, and financial closing processes | Initiate and lead specific projects with a solution-oriented approach | Be a driving force for innovation by challenging existing practices and fostering performance;"University degree in Business, Finance, Marketing, or equivalent | Proven experience as a Business Analyst, ideally in telecommunications | Specific background in voice carrier and/or bulk SMS is an advantage | Excellent analytical and problem-solving skills | Fluent in English (any additional language is an asset) | Proficiency in MS Office and SQL; experience with database management is a plus";Business Analyst
26;Senior IT Business Analyst Insurance (all genders);BSI Business Systems Integration AG;Zürich;Du wirst zur Expertin für unser Produkt und bringst dieses Wissen und dein Versicherungsbranchen Know-how in die Projekte ein | Du arbeitest an der Anforderungsaufnahme, Konzepterstellung und am Lösungsdesign für geschäftskritische Softwaresysteme | Du bist für die Lösungen im Projekt verantwortlich und schaffst echten Mehrwert für unsere Kunden | Du führst unsere Kunden aktiv von Beginn an bis zum Abschluss des Projektes, bist die erste Ansprechperson für eine erfolgreiche Zusammenarbeit | Du bist bereit, Anforderungen konfigurativ und mit Low Code umzusetzen | Dabei arbeitest du mit Kollegen und unseren Kunden in einem interdisziplinären, agilen Team | Unser Produktportfolio bringst du mit deinen Innovationen weiter | Abgeschlossenes Studium in Wirtschaftsinformatik, Betriebsökonomie oder vergleichbare Qualifikation | Mehrjährige Berufserfahrung als Business Analyst für Versicherungskunden | Leidenschaft für moderne Softwarelösungen | Konzeptionelle und analytische Fähigkeiten | Ausgeprägte Kommunikations- und Präsentationsstärke in Deutsch und Englisch | Initiative, Kreativität, Verantwortung, Teamgeist | Unternehmerische Gestaltungs- und Beteiligungsmöglichkeiten in wertschätzender Firmenkultur frei von Hierarchien | Persönliche Betreuung und unser Weiterbildungsbudget für deine Entwicklung | Beitrag zum Mittagessen (Lunch Check) | Flexible Arbeitszeiten und Orte | Möglichkeit zum Ferienkauf, Sabbatical und Workation innerhalb der EU;no skills found on this job ad;Business Analyst
27;Senior Business Analyst SAC & Datasphere;BKW Energie AG;Bern;Analysiere Geschäftsbedürfnisse und gestalte daraus inspirierende BI-Konzepte | Entwickle gemeinsam mit Fachbereichen datenbasierte Lösungen | Plane und steure Vorhaben mit Weitblick – inklusive Ressourcen, Risiken und Qualität | Übersetze Anforderungen in klare technische Spezifikationen | Kommuniziere offen mit internen wie externen Stakeholdern | Dokumentiere Erkenntnisse nachvollziehbar und revisionssicher;Fundierte Erfahrung in Business Analyse oder Requirements Engineering | Vertraut mit SAC, Datasphere, SAP BW und Tools wie Jira oder DevOps | Bringst Themen strukturiert auf den Punkt und kannst sie verschiedenen Zielgruppen vermitteln | Denkst gerne in Prozessen, aber auch kreativ in Lösungen | Abschluss auf FH-Niveau, mindestens 5 Jahre Berufserfahrung, davon 2 im BI-Umfeld;Business Analyst
28;Business Analyst ERP;Cremo SA;Villars-sur-Glâne;Comprendre et analyser les besoins des utilisateurs de notre ERP Infor M3, recueillir leurs exigences et les traduire en spécifications fonctionnelles. | Configurer et paramétrer les différents modules Infor M3. | Participer au déploiement et/ou à la migration de la solution au sein de l'entreprise. | Fournir un support technique et fonctionnel aux utilisateurs, former les Key Users et rédiger la documentation. | Identifier les axes d'amélioration du système, proposer des solutions et accompagner leur mise en œuvre. | Définir et réaliser les plans de tests et documenter les anomalies avant la mise en production.;Diplôme en informatique de gestion, systèmes d'information ou formation équivalente. | Minimum 5 à 10 ans d'expérience en tant que Business Analyst avec la solution Infor M3 et maîtrise des modules-clés (achat, approvisionnement, production, finance, etc) et leurs interactions. | Excellentes connaissances des processus métiers dans le secteur industriel. | De langue maternelle française avec de bonnes connaissances de l'anglais. | Capacité à analyser les processus métiers, à comprendre les besoins des utilisateurs et à les traduire en solutions.;Business Analyst
29;Business Analyst Senior;FER Genève;1211 GENEVE 11;Analyse des besoins et des processus : identification des besoins métier, cartographie des processus existants, identification des dysfonctionnements et des opportunités d’optimisation, conception des processus cibles, mesure des gains attendus et réalisation d’études de faisabilité. | Spécifications et documentation rédaction des spécifications fonctionnelles, création des user stories er critères d’acceptation en mode agile, modélisation des flux et interfaces, traçabilité des exigences et production de la documentation utilisateur. | Interface métier-technique : traduction des besoins business en livrables techniques, collaboration avec les équipes de développement, participation aux phases de conception et d’architecture des solutions, gestion des changements et alignement métier-technique. | Gestion des parties prenantes : animation d’ateliers collaboratifs avec le métier, présentation de l’avancement et des recommandations aux instances décisionnelles et accompagnement au changement | Tests et validation : définition de la stratégie et des scénarios de test, coordination des phases de tests utilisateur, validation de la conformité des développements, organisation des formations et mesure de la performance post-mise en production.;Vous êtes au bénéfice d’une formation académique supérieure (Bachelor ou Master HES/Université ou autre titre jugé équivalent) | Vous possédez une expérience de 7 ans minimum en analyse business idéalement dans le domaine de la finance, des assurances, de l’industrie ou du secteur public | Vous justifiez d’une expérience réussie dans des projets de transformation digitale, d’implémentation d’ERP ou d’optimisation des processus | Vous maîtrisez les méthodologies de gestions de projet traditionnelles et agiles (User Stories, Backlog management, Sprint planning) | Vous disposez de certifications IIBA (CCBA, CBAP) et Agile (CSPO, PMI-ACP) | Vous êtes à l’aise avec les solutions d’analyse de données et de reporting (SQL, Excel, Oracle, Tableau, Power BI…) | Vous êtes de nationalité suisse ou titulaire d’un permis en cours de validité;Business Analyst
30;Business Analystin/Analyst (80–100%);ZWEI Wealth Experts AG;Zürich;Anforderungen mit Biz Stakeholdern aufnehmen, strukturieren, priorisieren, konkretisieren | In umsetzbare Konzepte/Specs/Acceptance Criteria übersetzen und detaillieren | Sicherstellen reibungsloser Kommunikation zwischen Biz Stakeholdern und IT;Mit unserem onshore IT-Partner die Plattform verbessern: Sprints begleiten, Reviews/UAT durchführen, Backlog pflegen | Fachliche Vertretung, saubere Doku, Projektleitung;Business Analyst
31;Business Analystin Recht / Business Analysten Recht;Konkursamt des Kantons Thurgau;Frauenfeld;Erstellung und Pflege von Prozessbeschreibungen, Weisungen und Vorlagen im Amt, inkl. rechtlicher Prüfung und Koordination mit den Fachabteilungen | Verantwortung für das Anforderungsmanagement sowie die Einhaltung gesetzlicher und interner Vorgaben | Bewirtschaftung digitaler Plattformen | Digitalisierungsverantwortliche/r des Departements für Justiz und Sicherheit, Vertretung in Gremien sowie Begleitung und Steuerung von Digitalisierungsprojekten | Durchführung von Business-Analysen und fachliche Begleitung bei der Umsetzung der Strategie des Amtes und der Digitalen Verwaltung Thurgau | Unterstützung der Amtsleitung in Querschnittsaufgaben, inkl. Jahresabschluss, Rechenschaftsbericht, rechtlichen Abklärungen und Vernehmlassungen;Aus- und Weiterbildung in Rechtswissenschaften oder Wirtschaftsrecht, Wirtschaftsinformatik, Betriebswirtschaft / Organisationsberatung | Fachliche Kenntnisse in Recht (Schwergewicht SchKG) | Berufserfahrung in der Business Analyse oder in einer vergleichbaren Funktion | Neugier gegenüber komplexen Fragestellungen sowie Lust an konzeptionellen Aufgaben und am Wirken in zum Teil interdisziplinären Teams | Lösungsorientierte, selbständige und initiative Persönlichkeit | Teamfähigkeit, Zielstrebigkeit, Einsatzbereitschaft und schnelle Auffassungsgabe | Sehr gute IT-Kenntnisse (MS Office, Excel, Visio, Web etc.);Business Analyst
32;Business Analyst en Finance - Fribourg;Fed Group;Fribourg;no tasks found on this job ad;no skills found on this job ad;Business Analyst
33;Senior Business Analyst E-Banking (w/m/d);Raiffeisen Schweiz;St. Gallen;Konzeption und Review von Fachkonzepten zur Weiterentwicklung unserer E-Bankings und deren Umsysteme | Erhebung, Analyse und Dokumentation von Anforderungen in enger Zusammenarbeit mit Fachbereichen, Anwendervertretungen und IT | Sicherstellung der Qualität durch Abnahmetests und Begleitung von Pilot- und Migrationsphasen | Unterstützung bei der Release-Kommunikation (z. B. Newsletter, Website, Fachartikel);Mehrjährige Erfahrung in der Business Analyse, idealerweise im Finanzumfeld | Praktische Erfahrung im Projektmanagement und in der Zusammenarbeit mit interdisziplinären Teams | Affinität für Kommunikation und redaktionelle Tätigkeiten | Gute IT-Kenntnisse (MS Office, SQL-Abfragen, Confluence/Jira) | Selbständige, strukturierte Arbeitsweise und hohe Lernbereitschaft | Sehr gute Deutschkenntnisse werden vorausgesetzt, weitere Sprachkenntnisse in Italienisch, Französisch und Englisch sind von Vorteil;Business Analyst
34;Business Analyst / Chef.fe de projet IT;Société Privée de Gérance;Genève;La renommée d'un acteur majeur de l'immobilier, | Des équipes compétentes et un groupe ambitieux reconnu sur le marché, | Une structure familiale à taille humaine, | Une Direction proche de ses collaborateurs, | De l'accompagnement, de la formation continue et des possibilités de développement au sein d'une petite équipe solidaire et dynamique, | Des outils innovants et performants, des technologies de l'information orientées vers la digitalisation, dans un contexte de transformation, | Un plan de prévoyance attractif et modulable, | Une activité diversifiée et de l'autonomie dans un cadre de travail très agréable, à proximité de la gare des Eaux-Vives.;"Expertise en gestion de projet IT, orienté applications et de business analyse de minimum 5 années, | Expérience confirmée dans la mise en place de solution d’analyse des données et de tableau de bord (PowerBI un plus), | Expérience dans la modélisation et l’optimisation des processus, | Certification en gestion de projet PMP ; Hermès ; PMI ou similaires, | Certification en Business Analyse type PMI – PBA (Professional in Business Analysis) ou similaire, | Maitrise d’un ou plusieurs outils d’analyse ou d’extraction de données (Excel, PowerBI, Tableau, SQL), | Connaissance de langage de programmation ou d’outils tels que, par exemple, PHP, ETL Talend, | Aisance dans la planification des tâches, l'élaboration de projets et leur suivi ainsi que dans le pilotage d’équipes multi-domaines dans le cadre de projets transverses, | Faculté à restituer de l'information à un niveau Direction (reporting, présentation), | Connaissance des développements applicatifs et notions de programmation, | Connaissance des ERP (Abacus, un plus), | Autonomie, rigueur, capacité d’analyse, organisation, fiabilité, sens des priorités, flexibilité et aisance dans la communication à tous les niveaux hiérarchiques,";Business Analyst
35;Business Analyst – Fonds immobiliers & gestion de portefeuille (f/m/d) | 80–100%| Lausanne ou Zurich;SMG Swiss Marketplace Group;Lausanne, Switzerland;Stefan Brüesch - Head of Portfolio Management -  LinkedIn | Nick Brandstrup - Head of Product Management -  LinkedIn | Jonathan Matray - Senior Consultant -  LinkedIn | L’analyse des exigences fonctionnelles: Recueillir les besoins métier de nos clients et les transformer en concepts clairs, structurés et techniquement réalisables. | Gérer les projets de développement: Coordonner les lots de travail et les plannings avec les parties prenantes afin de garantir une livraison dans les délais et la qualité attendue. | Accompagner l’équipe de développement: Suivre le cycle de développement des nouvelles fonctionnalités et assurer leur alignement avec les attentes utilisateurs. | Soutenir les activités commerciales: Collaborer avec l’équipe Sales pour la création d’offres commerciales et la présentation des nouvelles fonctionnalités aux prospects et clients. | Assurer une veille produit & marché: Rester à l’écoute des tendances du secteur et des retours utilisateurs afin d’identifier des pistes d’amélioration ou d’innovation. | Expérience dans le domaine des fonds:  Tu possèdes une expérience concrète dans le domaine des fonds immobiliers et comprends leurs besoins métier. | Formation: Tu es titulaire d’un Bachelor ou d’un Master en économie, en immobilier, en informatique ou dans une discipline équivalente. | Orientation produit:  Tu as déjà travaillé avec des solutions digitales dans le domaine de l’immobilier, idéalement en tant que Product Owner, Business Analyst ou Requirements Engineer. | Compétences en communication:  Tu fais le lien entre les équipes métier et techniques, animes des ateliers et formules les besoins de manière claire et précise. | Sens des responsabilités: Tu assumes pleinement tes responsabilités, respectes les délais et assures des livrables fiables. | Langues:  Tu communiques aisément en français et en anglais. L’allemand est un atout. | 6 semaines de vacances (avec la possibilité d’acheter jusqu’à 10 jours supplémentaires) | Une semaine de 40 heures | 18 semaines de congé maternité et 6 semaines de congé paternité – également en cas d’adoption | Des modalités de travail flexibles (nous attachons une grande importance à l’équilibre entre vie professionnelle et vie privée) | Accès à des plateformes de santé mentale, de bien-être et de conseil | Carte demi-tarif pour les transports publics suisses et voyages en première classe entre les sites SMG en Suisse;Entretien téléphonique de présélection | Évaluation technique / Rencontre avec le ou la responsable du recrutement | Entretien de compatibilité avec l’équipe;Business Analyst
36;ERP Business Analyst / ABACUS (SAP) 80% - 100% (m/w/d);Die Securitas Gruppe;Zollikofen;Beteiligung an der Ausarbeitung und Weiterentwicklung unserer Lösungsarchitektur, Governance und ITSM-Prozesse innerhalb der lokalen Service-Domains. | Durchführung von analytischen Aufgaben, insbesondere in Bereichen mit komplexen und kritischen ERP-Anforderungen (DACH-Region) | Analyse und Umsetzung von Initiativen zur Verbesserung von Geschäftsprozessen und Werteflüssen | Fach- und Führungsunterstützung von ERP-Vorhaben durch Bedarfsanalysen, Erkennen und Aufzeigen von Optimierungspotentialen für die Effizienzsteigerung von Arbeitsabläufen und Interaktionsprozessen (Synergienutzung). | Aneignung resp. Vertiefung von Fachwissen bei spezifischen ERP-Lösungen (ABACUS, SAP) um eine zentrale Rolle in Kompetenzteams einnehmen zu können. | Mitarbeit im Aufbau und der Sicherstellung von Konsistenzen innerhalb der IT-Systemlandschaft. | Führende Rolle bei der Implementierung und Parametrisierung von neuen und bestehenden IT- und ERP-Prozessen und Anwendungen inkl. deren Weiterentwicklungen und Überführung in den operativen Betrieb | Sicherstellung des User-/Lizenzmanagements (ABACUS) | Sicherstellung einer guten Zusammenarbeit mit unseren Kunden (Gruppengesellschaften) in Bezug auf Weiterentwicklung und Abstimmung der IT-Services. | Koordination der Tätigkeiten von Service Providern (Lieferanten) und Kontrolle der Leistungserbringungen;"Abschluss in Wirtschaftsinformatik, Betriebswirtschaft oder einem verwandten Studiengang | Sie verfügen über 3-5 Jahre fundierte Praxiserfahrung in der Betreuung von ABACUS, in den Modulen Finanzbuchhaltung (FIBU), Debitoren (DEBI) und Kreditoren (KREDI). Kenntnisse in weiteren Modulen wie HR, Lohn, ABEA, Projektverwaltung (PROJ) oder SVM | Vertiefte Kenntnisse in Business Analyse, Requirements Engineering und Stakeholdermanagement - auch in komplexen Gruppenstrukturen. | Mehrjährige Erfahrungen im Application Management | Freude am Leiten von Projektteams | Projektmanagement-Zertifizierungen runden ihr Profil ab | Deutsch (verhandlungssicher); idealerweise bilangual (deutsch-französisch); Englisch";Business Analyst
37;Business Analyst Data Domain - Corporate (Finance, HR, Legal);Nicht offengelegter Arbeitgeber;1348 Le Brassus;Vous étudierez et représenterez les processus métiers de votre périmètre, en mettant en lumière les dysfonctionnements, les points de blocage et les risques. À partir de cette analyse, vous formulerez des recommandations concrètes dans le cadre d'un plan d'amélioration continue. | Vous recueillerez, prioriserez et documenterez les besoins d'évolution, en menant des entretiens approfondis avec les parties prenantes. Vous évaluerez l'impact, l'urgence, la complexité, la faisabilité et la valeur ajoutée de chaque demande en élaborant des business cases détaillés. | Vous définirez les spécifications fonctionnelles en lien étroit avec les équipes métiers et techniques en participant activement au choix des solutions technologiques les plus pertinentes et en accompagnant les décisions stratégiques. | Vous participerez à la mise en oeuvre des projets, en coordonnant les efforts d'intégration et de migration des solutions dans le SI existant. En parallèle, vous définirez des procédures d'assurance qualité et des indicateurs de performance pour mesurer l'efficacité des solutions déployées. | Vous suivrez l'avancement des projets, apporterez votre expertise pour résoudre les situations complexes, participerez aux phases de tests (recettage), et accompagnerez les utilisateurs dans l'adoption des nouveaux outils et processus. | Vous mesurerez l'impact des projets sur les indicateurs de performance clés (KPI) afin de vérifier l'atteinte des objectifs et du retour sur investissement. | Enfin, vous assurerez un reporting régulier auprès de votre hiérarchie et veillerez à maintenir une documentation claire, structurée et à jour, afin de faciliter le partage des connaissances et garantir la continuité des opérations. | Au bénéfice d'un diplôme supérieur dans le domaine de l'IT, vous justifiez d'une expérience significative sur un poste similaire dans le domaine du luxe. | Des expériences préalables sur les technologies ERP / Supplier Management / Procurement / HRIS / CLM. | Une expertise sur les processus standard Finance est un plus. | Vous maîtrisez parfaitement le français et l'anglais. | Autonome et rigoureux, vous êtes reconnu pour votre polyvalence et votre sens de responsabilité. | Vous êtes doté d'une bonne capacité d'écoute et avez de la facilité à communiquer avec vos interlocuteurs. | Enfin, vous êtes reconnu pour votre esprit d'analyse, votre force de proposition et votre organisation. | La prise en charge des assurances maladie (base et complémentaire) | 5 semaines annuelles de vacances et 2 semaines supplémentaires entre Noël et Nouvel An grâce au cumul quotidien de minutes additionnelles | Une contribution à vos activités sportives ou culturelles | La possibilité selon la fonction de travailler à distance | Un restaurant d'entreprise | Une LPP avantageuse;no skills found on this job ad;Business Analyst
38;Business Specialist im Bereich Montage;Garaventa AG;Goldau / Schwyz / Uetendorf / Thun;Koordination der globalen Initiative zur Standardisierung und Harmonisierung der im Bereich Montage eingesetzten IT-Lösungen | Analyse, Konzeption und Umsetzung von globalen Anforderungen in diesem Bereich | Erstellen und Pflegen der Systemdokumentation | Aktive Mitarbeit an internationalen Rolloutprojekten | Kommunikation und Schulung der Anwender in der Rollout-Phase | Abgeschlossene technische Ausbildung vorteilhaft | IT-Grundkenntnisse | Offene, kommunikationsstarke Persönlichkeit mit ausgeprägter analytischer Fähigkeit | Fähigkeit, technische Probleme zu verstehen und mit Support-Teams zusammenzuarbeiten | Sehr gute Deutsch- und Englischkenntnisse;Gratisparkplätze | Mitarbeiterrestaurant mit Vergünstigung | Flexible Arbeitszeiten | Betriebsferien über Weihnachten/Neujahr | Verschiedene Mitarbeiteranlässe | Moderner Arbeitsplatz;Business Analyst
39;Business Development Manager - Industry (a);Erni Schweiz AG;Bern;Akquisition von Neukunden im Industrie-Bereich durch gezielte Vertriebsstrategien und Networking | Verantwortung für den strukturierten Ausbau und die Pflege von Bestandskunden | Enge Zusammenarbeit mit internen Teams, um massgeschneiderte Lösungen für Kunden zu entwickeln | Marktbeobachtung und Identifikation von Trends zur Weiterentwicklung des Geschäftsbereichs;Abgeschlossenes Studium in Informatik, Wirtschaftsinformatik oder einer vergleichbaren Fachrichtung (ETH, Uni, FH oder HF) | Langjährige Erfahrung in der Betreuung und dem Ausbau von Bestandskunden sowie nachweisliche Erfolge in der Neukundenakquise | Sehr gutes Verständnis des Software Delivery Life Cycle und des IT Consulting Business | Erfahrung als IT-Projektleiter, Business Analyst, Softwareentwickler oder ähnlicher Rolle von Vorteil | Gut vernetzt in der Industrie-Branche in der Schweiz, idealerweise im Grossraum Bern | Ausgezeichnete Kommunikationsfähigkeiten in Deutsch und Englisch;Business Analyst
40;Head Business Line IFIS;ARX Gruppe AG;Graubünden, Grono or remote;Define and execute the strategy for IFI-related business opportunities. | Monitor and analyze multilateral procurement notices and funding programs to identify relevant opportunities for engineering services. | Coordinate the preparation of technical and administrative proposals in response to international tendersBuild and maintain strong relationships with key contacts at IFIs, donor agencies, government bodies, and NGOs. | Represent the Group in conferences, international missions, and industry forums to enhance Work closely with internal technical teams to design compliant, high-quality proposals aligned with IFI requirements. | Lead and mentor a dedicated IFI team or coordinate cross-functional resources involved in international bidding and delivery. | Promote internal capacity-building on IFI procedures, procurement rules, and technical standards.;"Master's or Bachelor's degree in Engineering, Business Administration, or related field. | Minimum 15 years of experience in civil infrastructure projects. | At least 5 years experiance in a senior sales management role, with responsability over international markets or multi-region project portfolios. | Experience in leading multidisciplinary teams. | Solid unterstanding of tendering procedures, public procurement regulations, and contract negotiation in the civil engineering field. | Experience in dealing with government bodies, international clients, and/or Join Venture partners. | Fluent in English (spoken and written); additional proficiency in French, German, italian. | Strong communication, organizational, and problem-solving skills.";Business Analyst
41;Solution Engineer / Information and Content Management Doxis (m/w/d);Inacta AG;Zug;Leitung und aktive Mitgestaltung von anspruchsvollen Information-Management und Digitalisierungsprojekten für Banken, Versicherungen und Industrie | End-to-End Verantwortung: von Analyse und Design über Implementierung bis hin zur Einführung komplexer IT-Lösungen | Beratung unserer Kunden bei der Optimierung von Geschäftsprozessen und Entwicklung von maßgeschneiderten Strategien | Durchführung von Anforderungsanalysen, Architekturdesigns und technischen Reviews | Qualitätssicherung durch Testing, Reviews und Best Practices | Fundierte Ausbildung im Umfeld Wirtschaftsinformatik (ETH, Universität, FH, eidg. Diplom) | vertiefte Erfahrung in der Projektarbeit (in Projekten an der Schnittstelle Business-IT oder direkt in der IT) | 3-5 Jahre Erfahrungen in der Entwicklung & Umsetzung von DMS/ECM Projekten mit Doxis | Technical Skills: Java (sehr solide Kenntnisse), Groovy (wünschenswert), VBA, Shell Scripting, Linux, Windows, Cloud Umgebungen (z.B. Docker, Kubernetis, Object Storage) und Erfahrung mit On-Premise Umgebungen, REST, RDBMS (PostgreSQL, Oracle, MSSQL etc.) | Du übernimmst Eigenverantwortung und agierst als Treiber von Projekten – vom ersten Kundenkontakt bis zum erfolgreichen Go-Live | Du suchst Herausforderungen, bei denen dein strategisches Denken und deine technische Tiefe gefragt sind | Du fühlst dich wohl in einem dynamischen, agilen Team und setzt Impulse für kontinuierliche Weiterentwicklung | Flexibilität ist dir wichtig, du schätzt moderne Arbeitsbedingungen, Eigenverantwortung und Gestaltungsfreiheit | Gute Deutsch und Englisch Kenntnisse, Französisch ist vorteilhaft runden dein Profil ab | Du erhältst ein SBB-Generalabonnement und wir übernehmen Deinen Handyvertrag. | Unser PK-Beitrag umfasst 60%, deiner nur 40% und unsere Lohnfortzahlung beträgt 100% | Wir nutzen das Jahresarbeitszeit-Modell, d.h. du teilst Dir Deine Arbeitszeit selbst ein | Die perfekte Lage – unsere Büros sind nur drei Gehminuten vom Bahnhof Zug entfernt | Auf Dich warten regelmässige Afterworksund jährlich entweder ein Sommer- oder Skiweekend;no skills found on this job ad;Business Analyst
42;Business Analyst Sumex;Centris AG;Solothurn;Du analysierst fachliche Kundenanforderungen und erarbeitest Lösungen und Spezifikationen zusammen mit Spezialisten aus Entwicklung und Technik auf Basis von Business Requirements und mittels Parametrierung | Du modellierst und optimierst Geschäftsprozesse zusammen mit den Kunden im Kranken- oder Unfallversicherungsbereich, insbesondere im Bereich der Leistungen | Du unterstützt tatkräftig die kontinuierliche Verbesserung in der automatischen Rechnungsprüfung und trägst nachhaltig dazu bei Kosten zu sparen | Mit deinem Fachwissen entwickelst du Sumex weiter und wirkst auch bei Neuentwicklungen mit | Du stellst den Betrieb des Business Services Sumex sowie dessen Umsysteme sicher | Du wirkst bei spannenden Kundenprojekten sowie bei der Releaseplanung/-einführung mit;Abgeschlossene Berufsbildung in IT oder im kaufmännischen Bereich mit ausgeprägtem Interesse und Affinität zur IT | Berufserfahrung in der methodischen Analyse, Konzepterstellung und Spezifikation von Business Anforderungen | Erfahrung in der Sumex-Suite oder mit SQL von Vorteil;Business Analyst
43;Senior IT-Projektleiter / Business Analyst (w/m/d);Inacta AG;Zug;Leitung innovativer und komplexer Projekte von der Initiierung bis zum erfolgreichen Abschluss in Zusammenarbeit mit dem Kunden | Kommunikation an der Schnittstelle zwischen Business und IT sowie Sicherstellung des reibungslosen Flusses technischer Anforderungen an das Projektteam | Entwicklung technischer Lösungsvorschläge auf Basis von Business-Anforderungen und Abstimmung mit internen und externen Stakeholdern | Erstellung von Prozessanalysen, Business Cases und Anforderungsdokumentationen zur Unterstützung der Projektziele | Zusammenführung von Stakeholdern aus verschiedenen Bereichen, Definition des Projektumfangs und aktive Begleitung bei der Umsetzung | Verantwortung für Finanz- und Projektcontrolling sowie Erstellung von Reports für Stakeholder | Sicherstellung der Einhaltung von Qualitäts- und Budgetvorgaben | Mehrjährige Erfahrung in der Leitung von Softwareprojekten sowie in Business Analyse und Requirements Engineering – idealerweise bei Grosskunden und als externer Dienstleister | Praktisch erfahren im Einsatz agiler und hybrider Methoden (Scrum, SAFe) und Tools (Jira, Confluence, Story Mapping, BPMN, UML, Figma) | Führungsstärke in der Koordination interdisziplinärer Teams aus Business und IT sowie im Stakeholder-Management | Gutes Verständnis von Projektcontrolling und Budgetverantwortung | Erfahrung in der Analyse komplexer Systemlandschaften im Grosskundenumfeld | Fliessende Deutschkenntnisse (C2, inkl. Schweizerdeutsch) sowie sehr gutes Englisch | Zertifizierungen wie PMI, SAFe oder IREB sind von Vorteil | Innerer Antrieb, Dinge voranzubringen – mit dem Ziel, nachhaltige Lösungen zuentwickeln und echten Mehrwert zu schaffen | Leidenschaft für die Dynamik des Projektgeschäfts im Beratungsumfeld – schätzt wechselnde Herausforderungen und die kontinuierliche Weiterentwicklung von Team, Prozess und Technologie | Ausgezeichnete Kommunikationsfähigkeiten und ein hohes Mass an Verantwortungsbewusstsein | Strukturierte, lösungsorientierte Arbeitsweise und ein tiefes Verständnis für Geschäftsprozesse und deren technische Umsetzungsmöglichkeiten | Du erhältst ein SBB-Generalabonnement und wir übernehmen Deinen Handyvertrag. | Unser PK-Beitrag umfasst 60%, deiner nur 40% und unsere Lohnfortzahlung beträgt 100% | Je nach Unternehmenserfolg wird dir ein variabler Gehaltsanteil ausbezahlt | Die perfekte Lage – unsere Büros sind nur drei Gehminuten vom Bahnhof Zug entfernt | Auf Dich warten regelmässige Afterworksund jährlich entweder ein Sommer- oder Skiweekend;no skills found on this job ad;Business Analyst
44;IT Business Analyst Healthcare;Nicht offengelegter Arbeitgeber;Echandens;"Vous évaluez les processus d'entreprise, anticipez les besoins, découvrez les domaines à améliorer et élaborez et mettez en œuvre des solutions en étroite collaboration avec nos clients internes. | Vous formulez les objectifs, établissez des cahiers des charges fonctionnels et non-fonctionnelles. | Vous utilisez la méthodologie du ""design thinking"" et le prototypage rapide de logiciels. | Vous dirigez des revues continues des processus d'affaires et développez des stratégies d'optimisation. | Vous communiquez efficacement les idées et les plans aux membres de l'équipe multifonctionnelle et à la direction. | Vous vous tenez au courant des derniers processus de requirement engineering et d'analyse des exigences, ainsi que des avancées en matière d'automatisation et de modernisation des systèmes. | Vous assurez que les solutions répondent aux besoins et aux exigences de l'entreprise. | Vous réalisez et/ou soutenez les tests d'acceptation par les utilisateurs.";"Formation universitaire informatique ou titre/parcours jugé équivalent. | 5 ans d'expérience dans la gestion de projets et de l'analyse business. | Excellente capacité d'analyse et de modélisation des besoins utilisateurs. | Forte expérience de réalisation d'architectures applicatives dans des environnements faisant intervenir des composants middlewares interopérables ainsi que des solutions du marché. | Expérience confirmée dans la conduite de projet en mode Agile (Scrum, SaFE, Kanban). | Dynamique, innovateur et motivé par le travail d'équipe, avec une forte attitude ""can-do"" et la capacité d'acquérir rapidement de nouvelles connaissances. | Capable de travailler dans un environnement technique très dynamique et de gérer plusieurs tâches en parallèle. | Excellentes compétences interpersonnelles, de présentation et de communication, y compris une communication orale et écrite claire et précise. | Connaissance d'Atlassian Confluence, ServiceNow, DevOps, Scrum/Agile est un plus. | Bilingue allemand et français avec de bonnes connaissances en anglais, des connaissances en italien sont un plus.";Business Analyst
