Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills;Job_Search_Term
25;Senior AI Engineer;Elca informatique SA;Pully;"Umsetzung von End-to-End Data-Science- und KI/ML-Projekten von der Anforderung bis zur Auslieferung | Analyse und Modellierung von Daten sowie Bewertung und Kommunikation der Ergebnisse an verschiedene Stakeholder | Modellierung komplexer Geschäftsprobleme mit maschinellem Lernen: Sie wählen geeignete Methoden und Modelle aus, passen diese an Kundendaten an und optimieren sie bei Bedarf | Erstellung von Prozessen und Datenpipelines zur Vorbereitung von Rohdaten für das Modelltraining und die Inferenz | Erstellung, Pflege und Optimierung von MLOps-Pipelines zur Automatisierung von Modelltraining, -bereitstellung und -überwachung | Enge Zusammenarbeit mit interdisziplinären IT- und Engineering-Teams | Weitergabe von technischem Know-how und Betreuung von Junior Data Scientists.
Ein Abschluss einer technischen Universität | Ein Abschluss einer technischen Universität";Mindestens 5 Jahre Erfahrung im KI-Bereich als Data Scientist, ML Engineer oder in einer ähnlichen Position | Ein technisches Hochschulstudium | Fundierte Kenntnisse in Python oder anderen Programmiersprachen. Erfahrung mit Data-Science- und Machine-Learning-Frameworks (z. B. scikit-learn, TensorFlow, PyTorch), Datenanalysetools (z. B. pandas) und MLOps-Tools (z. B. MLflow) | Fundierte Kenntnisse in Windows, Linux, Netzwerktechnik, Datenspeicherung, Webservices sowie Softwareentwicklung und Kollaborationstools (z. B. Git, JIRA, Microsoft Teams) | Kenntnisse in Cloud-Technologien (Azure, AWS, Google Cloud) und Big-Data-Plattformen (z. B. Spark, Databricks) sind von Vorteil | Starke analytische und problemlösende Fähigkeiten. | Flexibilität für Reisen in der Romandie | Gute Kommunikationsfähigkeiten, Fähigkeit zur Pflege und zum Aufbau von Kundenbeziehungen | Fließend in Französisch und Englisch;Data Scientist
26;Medical Data Scientist / Statistician (Full time - Remote Europe);Ikerian AG;Bern;Zusammenarbeit mit den Teams für Real-World Evidence (RWE), Datenstrategie und Vertrieb bei der Erstellung und Lieferung von Datenspezifikationen für Forschungsprojekte. | Zusammenarbeit mit dem Engineering- und Machine-Learning-Team zur Pflege und Verbesserung der Datenplattform, die Daten erfasst und standardisiert. | Bereitstellung von Informatik-Expertise für das Datenstrategie- und Vertriebsteam zur Unterstützung der Interaktionen mit Datenpartnern. | Teilnahme an der Überprüfung der Qualität eingehender Daten, Fehlerbehebung und Problemlösung, um sicherzustellen, dass die Daten den Anforderungen des RWE-Teams entsprechen. | Mitwirkung bei der Verwaltung und Verbesserung unseres gemeinsamen Datenmodells. | Mit klinischem Wissen an der Gestaltung und Pflege eines automatisierten Prozesses zur Datenqualitätsprüfung teilnehmen.;Masterabschluss in Statistik, Biostatistik, Data Science oder einem verwandten Bereich. | PhD/MBA von Vorteil | Ausgezeichnete mündliche und schriftliche Englischkenntnisse. | Wohnsitz in einem europäischen Land | Mindestens 3 Jahre relevante Berufserfahrung in biostatistischen Projekten. | Mindestens 3 Jahre Erfahrung im Gesundheitswesen oder in pharmazeutischen Bereichen. | Nachgewiesene Erfahrung in statistischer Analyse und Data Science, vorzugsweise in klinischer Forschung oder Gesundheitswesen. | Starke Kenntnisse in Python und/oder R für Datenanalyse und statistische Modellierung. | Erfahrung mit Git, Softwareentwicklung. | Erfahrung in der Analyse medizinischer Datensätze sowie Vertrautheit mit Real-World Evidence und Ophthalmologie ist von Vorteil. | Starke Kommunikations- und Teamfähigkeiten, besonders in multidisziplinären Teams. | Erfahrung in Startups oder Beratungsumgebungen ist ein Plus. | Nachgewiesene unternehmerische und kooperative Denkweise. | Kenntnisse der besten Praktiken in Biostatistik und klinischen Studien. | Starke analytische und problemlösende Fähigkeiten, ein Auge fürs Detail. | Fähigkeit, selbstständig und im Team zu arbeiten. | Verfügbarkeit zur Arbeit während der Geschäftszeiten der Mitteleuropäischen Zeit (MEZ).;Data Scientist
27;Assistant Manager Financial Services - AI Business Analyst;KPMG;Zürich;Lead the identification and evaluation of AI use cases by collaborating with business stakeholders (internal & external) to understand their needs and challenges. | Work closely with business units to gather and document detailed business requirements, ensuring alignment with strategic goals. | Expertise in analysing and improving business processes to enhance efficiency and effectiveness through AI solutions. | Translate business requirements into technical specifications for the development team, ensuring clarity and feasibility. | Collaborate with solution architects and data scientists to design AI solutions that address business needs and drive measurable outcomes. | Oversee the implementation of AI projects, ensuring they are delivered on time, within scope, and meet quality standards. | Ability to conduct market analysis and competitive benchmarking to identify opportunities for AI-driven innovation and differentiation. | Bachelor's or Master's degree in Business Administration, Information Technology, Data Science, or a related field. | At least 3 years of relevant experience in AI-driven projects and business analysis, project management, or IT consulting | Relevant certifications in business analysis, project management, or AI technologies. | Strong understanding of AI technologies and their applications in business contexts. | Ability to analyze complex business problems and identify innovative AI solutions. Aligning AI initiatives with organizational goals and objectives. | Strong ability to foster cross-functional collaboration, building strong partnerships across teams and ensuring seamless project delivery. | Ability to articulate complex technical concepts clearly and confidently to both technical and non-technical audiences. | Experience in managing change within an organization, ensuring smooth adoption and integration of AI solutions. | Proficient in German and English.;no skills found on this job ad;Data Scientist
28;Chief Data Officer;Banque Lombard Odier & Cie SA;Geneva;Datenstrategie & Governance: Definition und Implementierung des Daten-Governance-Rahmens der Bank, Sicherstellung der Einhaltung regulatorischer Anforderungen und interner Richtlinien. | Datenarchitektur: Entwurf und Überwachung der unternehmensweiten Datenarchitektur, Gewährleistung von Skalierbarkeit, Sicherheit und Ausrichtung an den Geschäftsanforderungen. | Datenintegration: Leitung von Initiativen zur Integration von Daten aus verschiedenen internen und externen Quellen, Sicherstellung hoher Datenqualität und Konsistenz. | Analytik & Visualisierung: Förderung der Nutzung von Datenvisualisierung und Self-Service-Analytics-Tools zur Befähigung der Geschäftsbenutzer und Verbesserung der Entscheidungsfindung. | KI & Maschinelles Lernen: Vorantreiben der Einführung von KI/ML-Technologien, vom Proof-of-Concept bis zur Produktion, in Zusammenarbeit mit Data Scientists und Geschäftseinheiten. | Teamführung: Leitung und Mentoring eines Teams von Datenfachleuten (Data Engineers, Data Scientists, Analysten), Förderung einer Kultur der Innovation, Zusammenarbeit und kontinuierlichen Lernens. | Stakeholder-Engagement: Vertrauenswürdiger Berater des Senior Managements in allen datenbezogenen Angelegenheiten und Vertretung des Data Office in strategischen Initiativen. | Daten-Governance und regulatorischer Compliance (z. B. FINMA, DSGVO) | Entwurf und Implementierung von Datenarchitekturen (cloud-native, Data Mesh und moderne Datenplattformen) | Datenintegrationswerkzeugen und ETL-Prozessen | Business-Intelligence-Plattformen (z. B. Power BI, Tableau, Qlik) | KI/ML-Frameworks und Data-Science-Methodologien;"Master-Abschluss in Informatik, Data Science, Ingenieurwesen oder einem verwandten Bereich. | Mehr als 10 Jahre Erfahrung in Datenmanagement-Rollen, davon mindestens 3 Jahre in einer Führungsposition. | Nachgewiesene Erfahrung in:
Daten-Governance und regulatorischer Compliance (z. B. FINMA, DSGVO)
Entwurf und Implementierung von Datenarchitekturen (cloud-native, Data Mesh und moderne Datenplattformen)
Datenintegrationswerkzeugen und ETL-Prozessen
Business-Intelligence-Plattformen (z. B. Power BI, Tableau, Qlik)
KI/ML-Frameworks und Data-Science-Methodologien | Daten-Governance und regulatorischer Compliance (z. B. FINMA, DSGVO) | Entwurf und Implementierung von Datenarchitekturen (cloud-native, Data Mesh und moderne Datenplattformen) | Datenintegrationswerkzeugen und ETL-Prozessen | Business-Intelligence-Plattformen (z. B. Power BI, Tableau, Qlik) | KI/ML-Frameworks und Data-Science-Methodologien | Fundiertes Verständnis von Datenbereichen im Bank- und Finanzdienstleistungssektor. | Ausgezeichnete Kommunikations- und Stakeholder-Management-Fähigkeiten. | Fließend in Englisch und Französisch | Wohnsitz in der Schweiz oder Bereitschaft zum Umzug";Data Scientist
29;Senior Expert Data Scientist (peptide design and protein/ligand co-folding);Novartis AG;Basel (City);Anwendung von KI-Technologien zur Förderung des Fortschritts in Wirkstoffentdeckungsprojekten mit Schwerpunkt auf Proteinbiologie, einschließlich Protein–Ligand-Co-Faltung und Peptiddesign. | Zusammenarbeit mit Nasslabor-Spezialisten (Strukturbioologen, Biophysiker, Proteinchemiker), um die strukturinformierte Wirkstoffentdeckung mit innovativen, KI-gestützten Strategien voranzutreiben. | Entwicklung und Anpassung struktur-basierter computergestützter Methoden, die auf Projektziele zugeschnitten sind. | Integration proprietärer Daten aus Proteinkristallographie, biomolekularer NMR, Kryo-EM, Biophysik und Screening in prädiktive KI-Modelle. | Nutzung interner und externer Protein-Datenressourcen, um Wirkung in der Wirkstoffentdeckung zu erzielen.;Promotion oder gleichwertige Erfahrung in Strukturbiologie, Bioinformatik, Cheminformatik, molekularem Modellieren oder einer verwandten wissenschaftlichen Disziplin. | Direkte Erfahrung mit modernen computergestützten Werkzeugen für Protein- und Peptiddesign sowie Co-Faltungsanwendungen ist erforderlich. | Fundiertes Verständnis der molekularen Erkennung und der Protein-Ligand-Bindungsenergetik. | Kompetenz mit Machine-Learning-Frameworks wie PyTorch oder TensorFlow. | Beherrschung von Skriptsprachen (Python, R) und Hochleistungsrechenumgebungen unter Linux. | Erfahrung in der Automatisierung von Workflows und Skripterstellung für die großskalige Datenverarbeitung. | Fähigkeit, effektiv in schnelllebigen, innovativen Umgebungen mit lösungsorientiertem Ansatz zu arbeiten. | Starke Kommunikationsfähigkeiten, in der Lage, komplexe Ergebnisse klar mündlich und schriftlich zu präsentieren.;Data Scientist
30;Initiativbewerbung;enersis suisse AG;Berne;no tasks found on this job ad;no skills found on this job ad;Data Scientist
31;Working Student in GenAI/Software/Data Engineering (all genders) 50-100%;AXA Versicherungen AG;Winterthur;Seien Sie Teil unseres Data & AI Claims Teams und entwickeln Sie gemeinsam mit anderen Ingenieuren und Data Scientists bestehende Anwendungsfälle weiter und unterstützen Sie die Umsetzung neuer. | Entwickeln, optimieren und betreiben Sie Python-basierte GenAI/ML-Anwendungen in Google Cloud. | Teilen Sie Ihr Wissen mit anderen Teammitgliedern und tragen Sie proaktiv zur Lösungsentwicklung unserer Anwendungen bei.;Praktische Erfahrung in Python und SQL. | Begeisterung für neue technische Entwicklungen und die Bereitschaft, sich in einem dynamischen Umfeld kontinuierlich weiterzuentwickeln. | Gute Englischkenntnisse.;Data Scientist
32;Working Student in Data Science (all genders) 50-100%;AXA Versicherungen AG;Winterthur;Seien Sie Teil unseres Data & AI Claims Teams und entwickeln Sie gemeinsam mit anderen Data Scientists und Ingenieuren bestehende Anwendungsfälle weiter und unterstützen Sie die Umsetzung neuer. | Beteiligen Sie sich an der Entwicklung von Machine Learning-Lösungen, die auf spezifische geschäftliche Herausforderungen angewendet werden. | Führen Sie statistische Analysen durch und interpretieren Sie die Ergebnisse zur Unterstützung von Entscheidungsprozessen. | Teilen Sie Ihr Wissen mit anderen Teammitgliedern und tragen Sie proaktiv zur Verbesserung unserer Anwendungen bei.;Praktische Erfahrung in Python und SQL. | Begeisterung für neue technische Entwicklungen und die Bereitschaft, sich in einem dynamischen Umfeld kontinuierlich weiterzuentwickeln. | Gute Englischkenntnisse.;Data Scientist
33;Sales Engineer;Exeon Analytics AG;Zurich;Entwicklung maßgeschneiderter Cybersecurity-Lösungsansätze für Kunden und Partner im unternehmerischen IT-Sicherheitsbereich. | Unterstützung der Vertriebs- und Channel-Teams durch die Bereitstellung technischer Produktpräsentationen und praktischer Demos.;Unterstützung des Verkaufszyklus mit technischem Fachwissen, Erstellung überzeugender Vertriebsmaterialien (Datenblätter, Präsentationen, Kits, Anwendungsfall-Videos).;Data Scientist
34;Data Engineer (h/f) 80-100%;Groupe Mutuel;Martigny;"Tu conçois et implémentes l'infrastructure Cloud Data en lien avec les besoins de l'entreprise | En analysant les demandes métiers, tu proposes des idées concrètes et innovantes issues du monde de la Data | Tu participes aux choix technologiques et contribues à la mise en place d'environnements techniques robustes | Aux côtés des Data Scientists, tu accompagnes les réflexions et questionnes les nouveaux flux de données avec un regard critique | Tu veilles à la qualité, la sécurité et la cohérence des projets, tout en partageant tes compétences et en faisant évoluer les pratiques de l'équipe | Tu maîtrises Python, SQL et Spark/Databricks, et tu sais comment en tirer le meilleur pour faire parler les données | Tu es à l'aise avec Docker et Kubernetes, et tu sais les utiliser pour faire tourner des applications de manière fiable et efficace | Les concepts Big Data n'ont plus de secret pour toi, et tu les appliques avec rigueur et créativité | Tu incarnes les principes du Software Craftsmanship : code propre, maintenable, et souci du détail font partie de ton quotidien | Tu échanges facilement avec ton équipe, tu sais défendre tes idées tout en restant ouvert·e à la remise en question, aux feedbacks constructifs et à l'apprentissage continu - parce que progresser ensemble, c'est ce qui te motive | Tu disposes d'une formation professionnelle supérieure (EPF, HES) ou d'une
expérience jugée équivalente | Tu disposes d'une expérience professionnelle d'au moins cinq ans dans un poste similaire, ce qui te permet d'aborder les projets avec assurance et expertise | Tu maîtrises les pratiques DevSecOps, telles que l'intégration et le déploiement continus (CI/CD), l'utilisation de Git, ainsi que les principes desecurity by design, que tu appliques avec rigueur dans tes réalisations | Et si tu as déjà travaillé avec des technologies comme Azure, Terraform ou ElasticSearc, c'est la cerise sur le gâteau!";no skills found on this job ad;Data Scientist
35;Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland;SMG Swiss Marketplace Group;Zürich;Janine Lee - Director Data - LinkedIn | Manoveg Saxena - Senior Data Engineer - LinkedIn | Dmytro Yurchenko - Senior Machine Learning Engineer - LinkedIn | Andrei Capastru - Lead Data Scientist - LinkedIn | Martin Walpen - Lead Data Architect - LinkedIn | Toni Knobel - Head of Business Intelligence - LinkedIn;Leitung des Data Platform Engineering Teams der Immobilien-Sparte von SMG, Förderung und Coaching eines hochqualifizierten Teams von Data Engineers sowie Weiterentwicklung der Datenplattform durch technische Anleitung und eine starke Delivery-Mentalität | Definition der langfristigen Vision für unsere Dateninfrastruktur und Umsetzung in eine fokussierte, umsetzbare Roadmap, die sicherstellt, dass das Team auf die wirkungsvollsten Prioritäten ausgerichtet ist und kontinuierlich Geschäftswert liefert | Sicherstellung, dass die Datenbasis leistungsfähig, skalierbar und konform mit Datenschutz- und Sicherheitsstandards ist | Bereitstellung leistungsfähiger, überwachter und SLO-gesteuerter Pipelines unter Verwendung eines modernen Datenstacks mit klaren Datenverträgen, Service-Tiering und operativer Exzellenz | Aufbau starker bereichsübergreifender Beziehungen zu Engineering-Teams, Produktmanagern, Data Scientists, Business- und Digital-Analysten, um die Datenbedürfnisse von der Produktion bis zum Verbrauch zu bewerten und die Roadmap zu steuern;Data Scientist
36;Postdoctoral Researcher in Biomedical Data Science (12712-RE-101-2025);CHUV - Centre Hospitalier Universitaire Vaudois Lausanne;Lausanne;Ihre Hauptaufgabe wird die Entwicklung von computergestützten Werkzeugen und Methoden zur Analyse hochdimensionaler Daten sein, die in Impfstoffstudien generiert werden | Sie arbeiten mit Grundlagenwissenschaftlern und Klinikern zusammen, um große Datensätze, die durch neuartige experimentelle Technologien (einschließlich Chromium, CytAssist, Xenium) erzeugt wurden, zu nutzen und translationale Entdeckungen innerhalb der CHUV-Gemeinschaft und Partnerinstitutionen zu beschleunigen | Sie entwickeln neue statistische Methoden und Arbeitsabläufe, um reproduzierbare Wissenschaft zu fördern und Analysen über verschiedene Assays und Studien hinweg zu ermöglichen | Sie integrieren sich in ein wachsendes Team von Computerwissenschaftlern, darunter Postdocs/Studenten, Datenwissenschaftler und Programmierer | Sie helfen, wissenschaftliche Ergebnisse durch Publikationen und Präsentationen auf nationalen und internationalen Konferenzen zu verbreiten.;PhD in Biostatistik, Informatik, Angewandter Mathematik, Computational Biology oder einem verwandten Fachgebiet | Sie verfügen über Expertise in statistischer Modellierung, maschinellem Lernen oder groß angelegter Datenanalyse | Erfahrung im Datenmanagement und mit multimodalen Datensätzen ist von Vorteil, ebenso wie Interesse an kollaborativem Arbeiten, Lehren und Lernen von Datenwissenschaftlern und Biologen im Labor | Fließend in R und C/C++. Kenntnisse statistischer Konzepte und computergestützter Methoden. Kenntnisse in Unix/Linux und Hochleistungsrechnen sind von Vorteil. | Fließend in Englisch, Französischkenntnisse sind von Vorteil | Teamfähigkeit | Gute Kommunikationsfähigkeiten | Kreatives Denken.;Data Scientist
37;Software Engineer in Data Science;Vitol SA;Geneva;Full-time;Lead: Make the right technology choices in the context of the team’s projects | Design: Ensure we design and build the models and tools to meet the functional/non-functional requirements, as well as being supportable | Explore: Help the team understand and exploit emerging technologies | Improve: Improve our software engineering skillsets, and grow as a team;Data Scientist
38;Senior Projektmanager:in DATA & AI 80-100%;Eraneos Switzerland AG;Zurich;Planung, Steuerung und Koordination von Data- & AI-Projekten entlang des gesamten Projektlebenszyklus – von der Ideation bis zum Rollout. | Übersetzung von Business-Anforderungen in technische Konzepte gemeinsam mit Data Scientists, Data Engineers und IT. | Sicherstellung von Zeit-, Budget- und Qualitätszielen sowie aktives Management von Risiken und Abhängigkeiten. | Stakeholder-Management in Fachbereichen wie Sales, Produktion, Supply Chain Management sowie auf Managementebene. | Beobachtung und Bewertung von Trends, Technologien und Best Practices im Bereich Künstliche Intelligenz, Data Analytics und Industrie 4.0.;Du mindestens 4 Jahre Erfahrung im Projektmanagement von Data- und/oder AI-Projekten mitbringst – idealerweise in der produzierenden Industrie oder Konsumgüterbranche. | Du über fundierte Kenntnisse in den Bereichen Data Management, Analytics, AI/ML und Agentic AI verfügst. | Du Erfahrung mit agilen Projektmanagement-Methoden (z. B. Scrum, SAFe, HERMES agil) has. | Du strukturiert, methodisch und überzeugend arbeitest und Kundenteams sicher durch IT- und Digitalisierungsprojekte führen kannst. | Du fliessende Deutsch- und Englischkenntnisse sowie sehr gute kommunikative Fähigkeiten mitbringst.;Data Scientist
39;(Senior) Data Engineer (w/m/d), 80-100 %;Concordia;Luzern;Architektur & Entwicklung von Datenplattformen: Planung und Umsetzung skalierbarer Lösungen mit Microsoft Azure / Fabric Komponenten wie Data Lake, Data Factory, Power BI oder Databricks. | ETL- und Datenverarbeitungsprozesse: Entwicklung, Optimierung und Wartung leistungsfähiger Datenpipelines. | Datenmodellierung: Aufbau robuster Datenmodelle sowie Performance-Optimierung für effiziente Abfragen. | Automatisierung & CI/CD: Umsetzung von CI/CD-Prozessen zur Automatisierung von Deployments und Tests. | Teamübergreifende Zusammenarbeit: Enge Abstimmung mit Data Scientists, den Fachbereichen und weiteren Stakeholdern zur gemeinsamen Entwicklung datengetriebener Lösungen. | Best Practices & Zukunftssicherheit: Sicherstellung der Nachhaltigkeit, Wartbarkeit und Skalierbarkeit unserer Datenplattform.;Du bringst mehrjährige Berufserfahrung als Data Engineer oder in einer vergleichbaren Rolle mit Schwerpunkt auf Microsoft Azure mit. | Du hast richtig Lust, auf der grünen Wiese zu starten und gemeinsam mit der Crew die Transformation erfolgreich zu gestalten. | Du kannst Datenpipelines skalierbar gestalten und Abfragen effizient optimieren. | Du hast Erfahrung in der Umsetzung und Pflege von CI/CD-Pipelines zur Automatisierung von Deployments und Tests und bist vertraut mit Tools wie GitHub. | Du hast fundierte Kenntnisse in Datenmodellierungsmethoden wie Star Schema, Snowflake und Data Vault. | Du möchtest klaren Business Value generieren und scheust dich auch nicht davor, beratend zu unterstützen. | Du bist teamorientiert und es macht dir Spass, dein Know-How deinen Kolleg:innen zu vermitteln. | Erfahrungen in Microsoft Fabric sind ein Plus.;Data Scientist
40;Cloud Data Engineer;Talan;Geneva;Entwurf und Bereitstellung von cloud-nativen Datenarchitekturen (Azure Databricks, MS Fabric, Snowflake usw.) in Produktionsqualität. | Aufbau robuster ELT-Batch- und Streaming-Pipelines. | Automatisierung der Infrastruktur mit Terraform (IaC) und Implementierung von CI/CD-Praktiken. | Sicherstellung von Skalierbarkeit, Sicherheit (private Netzwerke, Governance) und Datenqualität (Qualität, Metadaten, gute Beobachtbarkeit). | Zusammenarbeit mit multidisziplinären Teams (ML-Ingenieure, Cloud-Architekten, Data Scientists) zum Aufbau widerstandsfähiger, industrialisierter und wertorientierter Infrastrukturen. | Weitergabe Ihrer Expertise: Definition von Standards und Kompetenzaufbau im Team.;Mehr als 5 Jahre Erfahrung im Data Engineering mit starkem Cloud-Bezug. | Selbstständigkeit, Ergebnisorientierung und ausgezeichnete Kommunikationsfähigkeiten. | Beherrschung von Python, SQL, Git. | Erfahrung mit Spark für die Datenverarbeitung. | Expertise in Datenqualitäts- und Metadatenmanagement-Tools. | Gute Kenntnisse in dbt und fortgeschrittener Datenmodellierung. | Kenntnisse in privaten und sicheren Netzwerken in Cloud-Umgebungen. | Fließendes Englisch.;Data Scientist
41;Cloud Data Platform Expert - Azure/Databricks;Elca informatique SA;Bern;Du beteiligst Dich an mehreren Cloud Data Platform-Projekten sowie als zentrale Anlaufstelle für unsere Kunden | Du unterstützt die Akquisition neuer Kundenprojekte, indem Du Angebote vorbereitest und mit dem Kunden besprichst | Du bist mitverantwortlich für Design, Code und Konfiguration von Komponenten, die Data Ingestion, real-time Streaming, Batch Processing, Datenextraktion und Transformation über mehrere Datenquellen und Anwendungen hinweg verwalten | Du interagierst mit Engineering-Teams über Projekte hinweg und stellst sicher, dass Deine Lösungen die Kundenanforderungen in Bezug auf Funktionalität, Leistung, Verfügbarkeit, Skalierbarkeit, Sicherheit und Zuverlässigkeit erfüllen | Du bewertest Analytics-Architekturen und -Umgebungen und machst Verbesserungsvorschläge | Du coachst in innovativen Technologien und fungierst als Mentor unserer Teammitglieder;Chance Deine Fachkompetenz durch vielfältige Projekte und einzigartige Produkte, neueste Technologien und Kunden aus unterschiedlichsten Branchen zu erweitern | Attraktive Perspektiven durch stetige Schulung, Coaching und mit einem internen Karriereweg | Unsere Kultur macht den Unterschied! Wir leben aktiv flache Hierarchien und eine offene hilfsbereite Zusammenarbeit über alle Disziplinen und Abteilungen | Wir organisieren regelmässige Anlässe wie z.B. Brown Bag Lunches und Coding Events sowie gemütliche und sportliche ausserbetriebliche Zusammenkünfte | Gute Work-Life-Balance (Gleitzeit, Homeoffice), moderner und flexibler Arbeitsplatz in einem multikulturellen Umfeld | Top Benefits wie z.B.: Ferienkauf von bis zu 13 Tagen, Beitrag an privates Mobiltelefon oder Business Handy, Halbtax, geschäftlich unterwegs in 1. Klasse, flexible Pensionskassenmodelle, Übernahme KTG und NBU (privat, weltweit), und vieles mehr;Data Scientist
42;Systems Pharmacology Internship Animal-to-human scaling;LYO-X AG;Basel;Master’s or PhD degree from the ETHZ, EPFL or other recognized university. | Rigorous, excellent analytical skills | Pro-active, self-sufficient and can work independently | Can communicate about scientific topics proficiently | Proficient in oral and written English | Expert in scientific programming using Matlab and R | Confident in understanding, using and solving ordinary differential equations (ODE) | Other versatile computational skills are desired in fields such as image processing, partial differential equations (PDE), machine learning, statistical learning or parallel computing | Strong team player, good communication skills and ability to work with cross-cultural and diverse project teams and clients;no skills found on this job ad;Data Scientist
43;Business Analyst & Project Manager with the focus on AI Governance – Compliance Analytics & Transformation 100% (f/m/d);Bank Julius Bär & Co. AG;Zürich;Führung und Unterstützung bei der Gestaltung und Implementierung von AI-Governance-Rahmenwerken, einschließlich Richtlinien, Standards und Best Practices | Durchführung von Risikoanalysen und Identifikation potenzieller Risiken im Zusammenhang mit dem Einsatz von KI | Auf dem neuesten Stand der KI-Vorschriften bleiben und die Einhaltung durch das Unternehmen sicherstellen | Zusammenarbeit mit internen Stakeholdern (z. B. Produktmanager, Ingenieure, Datenwissenschaftler), um AI-Governance in die Projektentwicklung und -bereitstellung zu integrieren | Durchführung von Schulungen zur Aufklärung der Mitarbeiter über den sicheren und verantwortungsvollen Einsatz von KI | Überwachung und Durchsetzung der Einhaltung von AI-Richtlinien und -Verfahren | Einrichtung von Metriken zur Verfolgung und Messung der Wirksamkeit von AI-Governance-Initiativen | Zusammenarbeit mit externen Stakeholdern (z. B. Regulierungsbehörden, Branchenverbände) zu Themen der AI-Governance | Kommunikation von AI-Governance-Konzepten an technische und nicht-technische Stakeholder;Universitätsabschluss oder gleichwertig (vorzugsweise in Management und Informatik, Betriebswirtschaft, Finanzen oder einem anderen verwandten Bereich) | Bankerfahrung mit Schwerpunkt auf Compliance, Risikomanagement und Recht | Versierter Anwender von MS Office-Anwendungen, insbesondere PowerPoint und Excel | Analytische und problemlösende Fähigkeiten mit der Fähigkeit, Risiken zu erkennen und zu mindern | Vertrautheit mit KI-Vorschriften, Datenmanagement und Risikomanagement | Vertrautheit mit Data-Science- und/oder Machine-Learning-Konzepten, Erfahrung in der Implementierung von KI-Anwendungsfällen und im Management von KI-Projekten ist von Vorteil | Ausgezeichnete Kommunikations- und zwischenmenschliche Fähigkeiten mit der Fähigkeit, Beziehungen aufzubauen und verschiedene Stakeholder zu beeinflussen | Projektmanagementfähigkeiten und die Fähigkeit, selbstständig und im Team zu arbeiten | Fließend in Englisch (Hauptgeschäftssprache), Deutsch ist von Vorteil;Data Scientist
44;Data Platform Engineer (all genders);HolidayCheck AG;Bottighofen;Besitze und entwickle unsere AWS-basierte Datenplattform, um kosteneffizient, leicht veränderbar, sicher im Design und anpassungsfähig an die sich schnell verändernde KI-Landschaft zu sein | Bewerte neue Datenanfragen schnell mit AWS Serverless und Open-Source-Alternativen | Baue und erweitere die Infrastruktur mit Terraform und migriere Legacy-Setups zu IaC | Unterstütze End-to-End-ML-Workflows, indem du Trainings-, Bereitstellungs- und Überwachungs-Pipelines vereinfachst | Reduziere die Komplexität zwischen Clouds und fördere eine effiziente Zusammenarbeit zwischen AWS- und GCP-Plattformen | Treibe betriebliche Exzellenz durch Überwachung, Alarmierung und resilientes Systemdesign voran — mit dem Vertrauen, Änderungen vorzunehmen, die die Kernbetriebsabläufe beeinflussen können;Unser Team ermöglicht sicheren und nahtlosen Zugang zu Daten, um Datenprodukte für HolidayCheck zu erstellen. Unsere Kunden sind Datenwissenschaftler, Business-Analysten und Produktverantwortliche. Wir berühren fast jedes Team bei HolidayCheck. | Wir sind ein internationales Team an mehreren Standorten in Mitteleuropa | Unsere Hauptprogrammiersprachen sind Python und Scala | Unser Tech-Stack umfasst, ist aber nicht beschränkt auf Airflow, Apache Spark/EMR, AWS, Docker/Kubernetes (EKS), DevOps (ArgoCD), Terraform, Kafka;Data Scientist
45;Technical Associate Director Data Architecture;Novartis AG;Basel (City);no tasks found on this job ad;no skills found on this job ad;Data Scientist
46;Senior Data Engineer;Zühlke Engineering AG;Schlieren;Ob in der Cloud oder in einem lokalen Rechenzentrum, Sie navigieren fachkundig durch die Welt von Big Data und helfen unseren Kunden, ihre Daten geschäfts- oder betriebsbereit zu machen. | Sie greifen effizient und reproduzierbar auf vielfältige Datenquellen zu. | Sie entwerfen, testen und überwachen verteilte Datenverarbeitungspipelines. | Sie arbeiten eng mit Data Scientists bei der Erstellung von Machine-Learning-Modellen zusammen. | Sie führen Leistungs- und Kostenschätzungen für verschiedene Anwendungsfälle durch. | Sie entwickeln und erstellen aussagekräftige Dashboards zur Visualisierung verarbeiteter Daten.;Sie sind vertraut mit Big Data, massiv skalierbaren Datenbanken, Cloud-Infrastrukturen und verteilten Algorithmen. | Sie haben eine Leidenschaft für nachhaltige Softwareentwicklung und mehrere Jahre Erfahrung in technischen Rollen gesammelt. | Neben Ihrer Expertise in Python und SQL haben Sie idealerweise praktische Erfahrung oder starkes Interesse an Technologien wie Hadoop, Apache Spark, Hive, Airflow, RDBMS, NoSQL, DevOps, Kubernetes sowie Java oder .NET. | Sie verfügen über ein gutes Verständnis der Möglichkeiten großer öffentlicher Cloud-Umgebungen und haben möglicherweise Ressourcen von Amazon AWS, MS Azure oder Google GCP genutzt. | Sie besitzen einen Hochschulabschluss (ETH, Uni, FH) in Informatik, Mathematik oder einem ähnlichen Fachgebiet. | Fließende Deutsch- und Englischkenntnisse sind für diese Position erforderlich.;Data Scientist
47;Senior Cloud Engineer;Thoratec Switzerland GmbH;Basel;no tasks found on this job ad;no skills found on this job ad;Data Scientist
