Job_Index,Job_Title,Company_Name,Job_Location,Tasks,Skills,Job_Search_Term
156,Senior Splunk Engineer - private banking,Synechron Switzerland,Zürich,"Monitoring strategies and providing best practices in coordination with internal Ops/Support teams, developers, and business owners, while monitoring the performance and availability of Splunk systems. | Managing the ticketing system incident and change management queues as needed, participate in rotating on-call support for Enterprise Management platforms. | Installing, deploying, and supporting Enterprise Splunk services, including performing scripted installations and configurations. | Managing Splunk knowledge objects such as apps, dashboards, saved searches, scheduled searches, and alerts. | Developing and evaluating tools (e.g., SolarWinds, New Relic). | Supporting existing Splunk information security applications in areas like security, monitoring, task automation, continuous integration, deployment, and performance optimization. | Using Splunk to collect and index log data, developing queries, and providing logging integration support. | Working closely with application owners to create and maintain applications for tracking and updating. | Serving as the SME for all technical Splunk issues across departments and design a resilient Splunk infrastructure while providing ongoing support. | Developing and mentoring others on Splunk usage.","You hold a Bachelor?s degree in Computer Science, Engineering, or relevant field. | You justify a Senior level of experience with one scripting language, such as JavaScript, Java, Python, Perl, Groovy, Ruby, Korn. | You possess a working understanding in data analytics Hadoop, MapReduce, R, Alteryx, Prelert, Tableau, D3/JavaScript visualizations. | You are experienced with security of the base CentOS servers for Splunk. | You have a working experience in data warehousing and/or business intelligence systems. | You are familiar and have worked before with designing and implementing large, scalable web services. | You have experience with scripting in UNIX or LINUX. | You have worked with tiered environments (Sandbox, Staging, UAT, Production). | You consider yourself somebody who can collaborate and listen with technical and non-technical stakeholders. | You can easily work in the English language. | You are a Swiss resident.",Data Science
172,Lead DevOps Engineer – cloud application,Mettler Toledo,Nänikon-Greifensee,"Technical lead of the DevOps Team (10 team members) | Oversees the backlog of all DevOps activities. Works closely together with project managers regarding prioritization and execution of DevOps activities. | Work closely with your cooperation partners who are Architects, test-automation-teams and software development teams. | Plan, design, implement and test application deployment strategies | Develop solutions to automated deployment of production and testing environment | Evaluate and integrate appropriate tools for monitoring, tracing and diagnosing applications | Review and analyze product and system specifications and provide technical recommendations in your field of expertise | Guide and train teams on best practices regarding container deployment, testing and management | You have at least a bachelor's degree (FH / University) in computer science, IT or related technical/scientific discipline | You bring several years of work experience in leading a technical team, Familiarity with phase models and agile methods | Proficiency with DevOps and Infrastructure as Code (preferably in Azure DevOps) and in deploying and securing container-based systems such as Docker, Kubernetes on private and public clouds | You are experienced in programming languages and/or scripting languages, e.g. C#, Python, Shell | You bring a good knowledge of operating systems, especially Linux, general networking, cloud infrastructure, system monitoring, and operating CI/CD pipelines | You are fluent in English, oral and written, with good communication skills. German is a plus | Flexible working hours (depending on the role), a hybrid work model, and a wide portfolio of training opportunities | A 40-hour work week with at least 25 vacation days per year, plus 4 to 7 additional days off between bank holidays | Free parking and direct access to public transport | Healthy lunches cooked onsite at our own METTLER TOLEDO restaurant, with special prices for employees | We offer a dynamic and innovation-driven corporate culture that promotes teamwork, personal development, and a passion for excellence. | A range of additional attractive benefits, including employee discounts at select area businesses",no skills found on this job ad,Data Science
174,Security System Engineer (m/f/d),Ronal AG,Härkingen,"Design and implement security measures for systems built on Microsoft technologies, including Windows Server, Azure, and Microsoft 365 | Configure and manage Microsoft security tools such as Defender for Endpoint, Defender for Identity, and Defender for Cloud | Design and implement secure remote access solutions for employees and third parties using Microsoft technologies, such as VPNs, Remote Desktop Services (RDS), and Azure Virtual Desktop (AVD), or third-party solutions | Configure and manage security controls for remote access tools, including Microsoft Intune for endpoint protection and Azure Conditional Access | Respond to alerts and investigate incidents using Microsoft security tools | Enforce compliance policies using Microsoft Purview for data classification and protection | Ensure alignment with frameworks like TISAX, GDPR, or NIST using Microsoft Compliance Manager | Secure Windows operating systems, SQL Server, and other Microsoft applications against vulnerabilities | Apply security baselines and hardening configurations using Group Policy and Microsoft Security Compliance Toolkit | Bachelor's degree in Computer Science, Information Technology, or a related field | Certifications: Relevant Microsoft certifications, such as Microsoft Certified Security, Compliance, and Identity Fundamentals, Azure Security Engineer Associate, Information Protection Administrator Associate | Several years of experience in IT security | Expertise in Microsoft Defender suite (Endpoint, Identity, Cloud, Office 365) | Proficiency in securing and managing Windows Server (2016, 2019, 2022) and Windows 10/11 | Hands-on experience with Active Directory and Azure Active Directory (AAD) for identity management | Strong understanding of network security principles, including firewalls, VPNs, and virtual networks in Azure | Knowledge of system hardening techniques and security baselines using Microsoft Security Compliance Toolkit and Group Policy | Proficiency in configuring and securing Microsoft Azure services, including Azure Security Center | A challenging environment in a global company that leads the industry | Hybrid working model with up to two remote workdays per week | Attractive employment conditions, professional development, and career growth opportunities | A collaborative and forward-thinking team culture",no skills found on this job ad,Data Science
196,Associate Consultant / Consultant Financial Services (Focus CRM) (Salesforce / BSI),Synpulse Schweiz AG,Zürich,"Advising our customers (banks & insurance companies) on the conception of CRM and MarTech solutions | Analysing customer journeys and business requirements to design tailored CRM strategies and data-driven solutions | Participation in varied projects for the introduction of CRM solutions (requirements engineering, system configuration on a no-/low-code base, testing, change management) | Assist in planning and managing project deliverables, timelines, and stakeholder communications | Supporting the acquisition of new customers and projects for our company | Collaboration with customers and ecosystem partners | Very good Bachelor or Master's degree from a renowned university or university of applied sciences in Information Technology and/or Business (focus Financial Services) | IT affinity and interest in complex IT systems | Strong problem solving and troubleshooting competences | Very good language skills (min. B2 level) in German and English | Strong communication skills and ability to engage with stakeholders from both business and IT | Structured and goal-oriented way of working

As a plus:
- First experience in consulting, business analysis, or project management
- Programming skills like Java, Python or Javascript | You’ll fast-track your development by diving into financial business models, cutting-edge technologies, and real-world client challenges – all while shaping your own path. #YourGrowthUnleashed | You are growing your skills and experiences in understanding business models of financial companies, new technologies and solutions | Competitive salary and attractive benefits aligned with the market | Bright, modern office spaces in central locations with excellent public transport access | A hands-on mentality and a strong team spirit | Fun events, learning opportunities, and initiatives shaped by our people | Modern working environment and flexible working models | CV | Qualifications (bachelor/ master diploma, etc.) with certificate of grades | Motivation letter: Why Synpulse? Why you? Why this function? | Recommendation letters (optional)",no skills found on this job ad,Data Science
200,Ingénieur IA & Data Science,Moraine SA,Lausanne,"Identifier et prioriser les cas d’usage stratégiques (maintenance prédictive, cybersécurité cognitive, optimisation de l’offre, assistant voyageur…). | Concevoir des architectures AI-native : gouvernance et qualité des données, data lakehouse & feature store, pipelines MLOps, intégration IoT et temps réel. | Développer et industrialiser la chaîne complète IA : collecte, préparation, modélisation (ML, deep learning, LLM), déploiement (micro-services, edge, on-device). | Garantir la conformité éthique et réglementaire (EU AI Act, RGPD). | Documenter les solutions, transmettre les compétences et accompagner les équipes internes vers l’autonomie.","Diplôme en informatique, mathématiques appliquées, IA ou équivalent. | Expérience avérée en data science et ingénierie IA. | Solide maîtrise des techniques de machine learning, deep learning et traitement des données massives. | Connaissance des pipelines MLOps et des architectures data modernes. | Sensibilité aux enjeux éthiques et réglementaires (RGPD, AI Act). | Capacité à transformer un prototype en solution industrialisée, avec un impact mesurable. | Le lieu du poste est à Genève, si vous pouvez faire le déplacement, vous pouvez candidater.",Data Science
201,Business Analyst (m/w) 80 - 100%,ESA,Burgdorf,"Als engagierte Persönlichkeit treiben Sie gemeinsam mit unseren Business Analysten die Weiterentwicklung und Betreuung unserer Systeme und Applikationen voran. | Sie übernehmen die Verantwortung für den Betrieb, den Unterhalt und die Absicherung bestehender sowie zukünftiger Funktionen in den definierten Bereichen. | Konzepte werden von Ihnen eigenständig nach vordefinierten Kriterien entwickelt und Projekte professionell umgesetzt. | Der Fokus liegt auf der Optimierung von Prozessen und der Sicherstellung eines reibungslosen Betriebs zwischen B2B-Online-Shop, PIM, Dritt-Plattformen, CustomGPT und den Schnittstellen zu S/4 Hana. | Als zentrale Ansprechperson stehen Sie internen und externen Partnern bei Fragen zu Funktionalität und Betrieb zur Seite. | Der Aufbau und die Betreuung von Key-Usern gehören ebenso zu Ihren Aufgaben wie die Beratung und Unterstützung dieser.","Begeisterung für Technik, Digitalisierung und Online-Themen | Abgeschlossene Aus- oder Weiterbildung (HF, FH, Uni) in Wirtschaftsinformatik, Wirtschaft oder einer vergleichbaren Fachrichtung. | Berufserfahrung als Business Analyst oder in einem ähnlichen Bereich (z. B. Requirement Engineering, Prozessmanagement, Projektmanagement). | Erfahrung im Einsatz gängiger Methoden und Tools (z. B. UML, BPMN, Jira, Confluence) von Vorteil | Strukturierte, analytische und lösungsorientierte Arbeitsweise – Sie behalten auch in komplexen Situationen in einem dynamischen Umfeld den Überblick. | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift.",Business Analyst
203,Business Analyst,ECSA Energy SA,Balerna,"esperienza pregressa di almeno 4/5 anni nel ruolo richiesto | conoscenza strumenti SQL e Database | esperienza maturata su ERP e conoscenza dei principali flussi aziendali, con particolare focus su logistica e magazzino | buona conoscenza della lingua inglese","Gradita dimestichezza in data warehousing | Ottime capacità relazionali e propensione al lavoro di squadra | buona conoscenza del pacchetto Office, in particolare di Excel | disponibilità a occasionali trasferte presso le sedi esterne",Business Analyst
204,Business Analyst (m/w/d),ITech Consult AG,Zürich,"Analyse und Bewertung definierter Schwachstellen im Bereich GwG/VSB/KYC | Erarbeitung und Dokumentation von Lösungsvorschlägen in enger Abstimmung mit Stakeholdern | Erstellung von Anforderungen/Features zur Übergabe an die IT | Unterstützung bei der Anpassung von Weisungen, Prozessen, Kontrollen und Formularen (z. B. KYC) | Begleitung der Umsetzung bis zur Einführung: Testing, Abnahme, Change-Kommunikation | Mitarbeit in einem 5-köpfigen Team im Produktmanagement GwG/VSB, Schnittstelle zwischen Business und IT | KYC (Know Your Customer) | VSB (Vereinbarung über die Standesregeln zur Sorgfaltspflicht der Banken) | GwG und regulatorische Anforderungen | Kontoprüfungen und Kreditabwicklungen","5-8 Jahre Erfahrung als Business-Analyst:in in der Finanzbranche | Projekterfahrung in den Bereichen:
KYC (Know Your Customer)
VSB (Vereinbarung über die Standesregeln zur Sorgfaltspflicht der Banken)
GwG und regulatorische Anforderungen
Kontoprüfungen und Kreditabwicklungen | KYC (Know Your Customer) | VSB (Vereinbarung über die Standesregeln zur Sorgfaltspflicht der Banken) | GwG und regulatorische Anforderungen | Kontoprüfungen und Kreditabwicklungen | Sicher in der Anforderungsanalyse, Modellierung und Dokumentation | Erfahrung im Stakeholder-Management (Business & IT) | Tools: Jira, Confluence, PowerPoint von Vorteil",Business Analyst
205,Business Analyst Bahnbereich,AKROS AG,Bern,"Brückenbauer: Du agierst als zentrale Schnittstelle zwischen der IT und den verschiedenen Fachbereichen unseres Kunden, um ein gemeinsames Verständnis für Anforderungen und Lösungen zu schaffen. | Prozessoptimierer: Du analysierst detailliert bestehende Geschäftsprozesse, identifizierst Schwachstellen und deckst Optimierungspotenziale im Zusammenspiel von IT-Systemen und Sachmitteln auf. | Datenexperte: Du prüfst und analysierst Geschäftsdaten auf ihre fachliche Korrektheit und legst damit das Fundament für einen reibungslosen und effizienten Bahnbetrieb. | Innovator & Requirements Engineer: Du bist verantwortlich für die Konzeption, detaillierte Dokumentation und klare Kommunikation von Anforderungen an zukunftsfähige IT-Lösungen, die Geschäftsprozesse optimal unterstützen. | Fachexperte & Impulsgeber: Als anerkannter Fachspezialist übernimmst du die übergreifende Begleitung und aktive Weiterentwicklung wichtiger Fachthemen innerhalb des Unternehmens.","Erste Erfahrungen in der Betreuung von Junior Business Analysten und die Fähigkeit, ein Team von Business Analysten zu koordinieren. | Erfahrung in der Rolle als Proxy-PO oder Epic Owner im SAFe-Umfeld. | Kenntnisse im Bereich IT-Architektur und idealerweise eine entsprechende Zertifizierung (ISAQB, TOGAF). | Erfahrung in der Konzeption und Durchführung von Proof of Concepts im Softwarebereich unter Einsatz von Low-Code Programming Tools. | Erfahrungen mit Snowflake and Azure Data Factory. | Kenntnisse im Umgang mit GIS-Systemen. | Erfahrung in der Erstellung von Testfällen. | Erfahrung in der Anwendung von KI-Tools zur Unterstützung von Geschäftsprozessen und im Software-Engineering.",Business Analyst
206,Business Analyst Versicherungstechnik,Centris AG,Solothurn,"Analysieren und Modellieren von Geschäftsprozessen in der Versicherungstechnik in den Bereichen Privat- und/oder Firmenkunden | Erarbeiten und Beurteilen von Lösungsvarianten hinsichtlich Funktionalität, Qualität & Wirtschaftlichkeit | Aufnahme, Analyse, Spezifikation und Dokumentation von Business-Anforderungen | Umsetzung der Kundenanforderungen mittels Parametrierungen im Kernsystem (Syrius) | Unterstützung beim Testen neuer Releases und Parametrierungen | Mitwirkung in Kundenprojekten","Abgeschlossene Berufsbildung im Bereich Informatik oder KV mit entsprechender höherer Weiterbildung im Bereich IT oder Business Analyse (bspw. Wirtschaftsinformatiker FH) | Mindestens 3 Jahre Erfahrung und Fachkenntnisse im Bereich Kranken- und/oder Unfallversicherung. | Erfahrung in der Parametrierung, insbesondere von Syrius | Vorzugweise Erfahrung mit agilen Arbeitsmethoden, idealerweise nach SAFe | Methodische Kenntnisse in der Erfassung und Analyse von Business Anforderungen | Kenntnisse der französischen Sprache von Vorteil",Business Analyst
207,Business Analyst Geldwäschereigesetz / VSB,Pro Informatik AG,Zürich,"IT Business Analyse im Bankenbereich | Behebung von vorhandene Business Schwachstellen bei Bestandeskunden rund um das Thema GwG (Geldwäschereigesetz) und VSB (Vereinbarung über die Standesregeln zur Sorgfaltspflicht der Banken), insbesondere VSB Identifikation, Wirtschaftliche Berechtigung & KYC | Analyse von identifizierten Schwachstellen und Erarbeitung von Lösungen zusammen mit verschiedenen Stakeholdern (Business und IT) | Vorbereitung der Lösung (Erstellung von Features) soweit, dass die IT diese umsetzen kann | Begleitung der Lösung bis und mit Einführung (Testing, Change-Kommunikation)","Mehrjährige Erfahrung als IT Business Analyst im Bankenumfeld | Erfahrung in der Überführung von Business Schwachstellen in IT-gestützte Lösungen | Gutes Verständnis im Bereich GwG (Geldwäschereigesetz) und VSB (Vereinbarung über die Standesregeln zur Sorgfaltspflicht der Banken) | Erfahrung mit PowerPoint, Confluence und Jira. | Fliessende Deutschkenntnisse",Business Analyst
208,Business Analyst (m/w/d) 100%,Manor AG,Basel Hauptsitz/Siège,"Du unterstützt die Fachbereiche bei der Erstellung von Anforderungsspezifikationen für Lösungsansätze, unter Berücksichtigung der technischen Systemanforderungen. | Du analysierst die Gesamtzusammenhänge von Businessprozessen, Organisationsstrukturen, Informatik- sowie Sachmitteleinsätzen und identifizierst Schwachstellen. | Du erhebst, überprüfst und dokumentierst fachliche Bedürfnisse und Erwartungen von Organisationseinheiten in ihren Projektvorhaben. | Du erarbeitest Lösungsvorschläge und Entscheidungsgrundlagen aufgrund der erfassten Anforderungen. | Du bereitest Qualitätssicherungsmassnahmen gemäss den vorgegebenen Anforderungen vor. | Du bewertest und validierst betriebliche Lösungen hinsichtlich Projektvorgaben. | Du kommunizierst mit internen und externen Interessengruppen und präsentierst die daraus entstehenden Outputs. | Du stellst die Schnittstellenfunktion zwischen Fachabteilung und IT sicher. | Du erstellst Testfälle und beurteilst und begleitest Benutzertests. | Du leitest Klein- und/oder Teilprojekte. | Du erarbeitest fachspezifische Grundlagen für das Erstellen von Projektaufträgen.","Du kennst dich mit Retail- und Logistik- Prozessen bestens aus, und Betriebsabläufe sind dir vertraut. | Du hast Erfahrung mit Business- und Prozess-Analysen und bringst gute Projektmanagement-Kenntnisse mit. | Deine konzeptionellen und analytischen Fähigkeiten sind stark ausgeprägt. | Du magst die Arbeit im Team und in bereichsübergreifenden Projekten. | In Deutsch kommunizierst du gewandt und überzeugend. Französisch- und Englischkenntnisse sind von Vorteil.",Business Analyst
209,Business Analyst mit Guidewire-Erfahrung (m/w/d) 80 - 100%,Zürich Versicherungs-Gesellschaft AG / Zurich Insurance Company Ltd / Zurich Compagnie d'Assurances SA,CH - Zürich,"Analysieren und Aufnehmen von Geschäftsanforderungen entlang der P&C Wertschöpfungskette, insbesondere im Guidewire-Kontext","Guidewire Module im Gesamtkontext der Zurich Architektur analysieren, bewerten und in Lösungskonzepte integrieren",Business Analyst
211,Business Analyst:in / Software Param - BSI Customer Suite (80% - 100%),Basellandschaftliche Kantonalbank,Münchenstein Spenglerpark und mobiles Arbeiten,"führst Business Analysen durch und steuerst neue Anforderungen von der Erfassung über die Ausarbeitung bis hin zur Dokumentation | arbeitest eng mit internen und externen Spezialisten, Partnern und Fachbereichen zusammen und sorgst für reibungslose Abstimmungen und ein effizientes Stakeholder-Management | setzt Konfigurationen in der BSI Customer Suite um und entwickelst Low-Code Lösungen mittels TypeScript | verantwortest den täglichen Betrieb (Monitoring, Fehleranalyse, Fehlerbehebung) und stellst die Servicequalität sicher",verfügst über fundiertes Bankfachwissen und kennst dich mit CRM-Systemen aus – Kenntnisse spezifisch in der BSI Customer Suite sind dabei ein grosses Plus | hast praktische Erfahrung in der Konfiguration von Anwendungen und in der Low-Code Entwicklung oder bringst eine hohe technische Affinität mit | zeichnest dich durch deine Kundenorientierung aus und bringst Offenheit sowie die nötige Flexibilität für eine dynamische Umgebung mit | arbeitest strukturiert und analytisch und beherrschst die Methoden der Business Analyse,Business Analyst
212,Business Analyst Kredite (Konsortialkredite),Pro Informatik AG,Zürich,"Business Analyse und Requirements Engineering in Finanzierungsapplikationen im Privat- und Firmenkundengeschäft mit Fokus auf die Bestandesführung in den spezialisierten Segmenten (Konsortialkredite/Loan Syndication) | Durchführung von Detailanalysen sowie Erstellung von Spezifikationen für Features und User Stories | Unterstützung des Entwickler-Teams bei fachlichen Fragen | Erstellung von Testfällen sowie Durchführung von Tests (Features/Stories) in allen Umgebungen, inkl. End-to-End-Testing | Pflege und Aktualisierung der relevanten Projektdokumentation und Handbücher","Mehrjährige Erfahrung als Business Analyst in der Finanzbranche | Erfahrung im Finanzierungsgeschäft (Hypotheken und Kredite) | Erfahrung in der Integration von IT-Systemen | Kenntnisse in agilen Projektmanagement-Methoden (Scrum, SAFe) | Kenntnisse in Jira, Confluence und SharePoint | Fliessende Deutsch- und Englischkenntnisse",Business Analyst
213,Business Analyst Leistungen & Consulting,Centris AG,Solothurn,"Mit deinem Wissen entwickelst du die Branchenlösung Adcubum Syrius weiter und du wirkst bei Neuentwicklungen mit | Du analysierst fachliche Kundenanforderungen zusammen mit Spezialisten aus Entwicklung oder Technik und erarbeitest Lösungen und Spezifikationen auf Basis der Kundenanforderungen | Du setzt Business Requirements mittels Parametrierung im Kernsystem um | Du analysierst, modellierst und optimierst Geschäftsprozesse zusammen mit Kunden | Du arbeitest in spannenden Kundenprojekten mit und unterstützt das Team in vielfältigen Fragestellungen im Leistungsbereich","Abgeschlossene Berufsbildung in IT/Wirtschaftsinformatik oder im kaufmännischen Bereich mit Erfahrung im IT Umfeld und mit IT Applikationen | Mehrjährige Berufserfahrung in der methodischen Analyse, Konzepterstellung und Spezifikation von Business Anforderungen | Fachkenntnisse im Kranken- oder Unfallversicherungsbereich, von Vorteil im Leistungsbereich | Erfahrung in der Parametrierung von Adcubum Syrius und SQL-Kenntnisse von Vorteil",Business Analyst
214,Business Analyst (80 - 100 %),Schweizerisch-Liechtensteinischer Gebäudetechnikverband,Zürich,"Du analysierst die Geschäftsprozesse, Systeme und Strukturen, identifizierst Probleme und Schwachstellen und erarbeitest Software-Lösungsvorschläge für die Verbesserung der Effizienz, Sicherheit und Wettbewerbsfähigkeit unseres Unternehmens und der Gebäudetechnikbranche | Du spezifizierst und leitest Softwareprojekte für die Weiterentwicklung des suissetec Online-Gebäudetechnikportals für Kunden (Web-Applikationen) und für die Automation der suissetec Geschäftsprozesse (Datenbanken, Webshop/Vertrieb, Schnittstellen, API und Web Services Anbindungen, Data Warehouse Hub, etc.) | Du unterstützt die Teams bei der internen Einführung neuer Software-Anwendungen und Prozesse im Unternehmen. Du unterstützt den Vertrieb, indem du für reibungslose, stabile, effiziente, sichere und intuitive Kunden-Applikationen sorgst | Mit deinem Können und Einsatz bauen wir unsere digitale Vorreiterrolle in der Gebäudetechnikbranche weiter aus","Fundierte Softwareausbildung (auf Stufe Bachelor/Master) oder gleichwertige Ausbildung | Erfahrung mit Webtechnologien und Datenbanken | Projektleitungserfahrung | Ausgeprägte analytische Fähigkeiten, komplexe Probleme zu durchdringen und Daten fundiert zu interpretieren | Interaktionsfähigkeiten: Effiziente Zusammenarbeit mit verschiedenen Teams, auch ohne direkte Weisungsbefugnis | Problemlösungskompetenz, Entwicklung von kreativen und effektiven Lösungen für geschäftliche Herausforderungen | Sehr gute Kommunikations- und Präsentationsfähigkeiten | Kenntnisse in den Bereichen API-Design und –Management | Geschäftswissen: Ein tiefes Verständnis für Geschäftsmodelle, Prozesse und Ziele eines Unternehmens | Vertraut mit Microsoft-Umfeld und heterogenen ICT-Infrastruktur-Umgebungen von Vorteil (Microsoft Azure Cloud, Microsoft 365, Microsoft Intune, SaaS, Clients, LAN, WLAN, IP-Telefonie, Mobile Devices, Multimedia usw.)",Business Analyst
215,Business Analyst CC Firmenkunden,Centris AG,Solothurn,"Analysieren und Modellieren von Geschäftsprozessen im Krankenversicherungsbereich, insbesondere in der Versicherungstechnik des Firmenkundengeschäfts im Bereich Entschädigungen | Erarbeiten und Beurteilen von Lösungsvarianten hinsichtlich Funktionalität, Qualität & Wirtschaftlichkeit | Aufnahme, Analyse, Spezifikation und Dokumentation von Business-Anforderungen | Umsetzung der Kundenanforderungen mittels Parametrierungen im Kernsystem (Syrius) | Unterstützung beim Testen neuer Releases und Parametrierungen | Mitwirkung in Kundenprojekten","Abgeschlossene Berufsbildung im Bereich Informatik oder KV mit entsprechender höherer Weiterbildung im Bereich IT oder Business Analyse (bspw. Wirtschaftsinformatiker FH) | Mindestens 5 Jahre Erfahrung und Fachkenntnisse im Bereich Kranken- und Unfallversicherung, vorzugsweise in der Versicherungstechnik des Firmenkundengeschäfts im Bereich Entschädigungen | Mehrjährige Erfahrung in der Parametrierung, insbesondere von Syrius | Vorzugweise Erfahrung mit agilen Arbeitsmethoden, idealerweise nach SAFe | Methodische Kenntnisse in der Erfassung und Analyse von Business Anforderungen",Business Analyst
216,Business Analyst/ Process & Requirements-Engineer 100% (a),Freestar-People AG,Zürich,"Anforderungen aufspüren: Du arbeitest mit den Kunden zusammen und bringst ihre Wünsche und Anforderungen auf den Punkt - quasi wie ein Gedankenleser, nur mit mehr IT-Knowhow und weniger Hokuspokus | Prozesse modellieren: BPMN 2.0 ist für dich kein Geheimcode, sondern dein Werkzeug, um Geschäftsprozesse verständlich darzustellen | Workshops rocken: Du organisierst und moderierst Workshops und verwandelst komplexe Themen in klare Konzepte - mit Use Cases, Prozessdiagrammen und einer Prise Charme | Der Vermittler sein: Du bist das Bindeglied zwischen Fachabteilungen, IT-Partnern und Softwarelieferanten - quasi der Dolmetscher zwischen ""Fachchinesisch"" und ""IT-Kauderwelsch"" | Testen, analysieren, schulen: Du definierst Testfälle, gehst Fehlern auf den Grund und sorgst dafür, dass die Benutzer bestens geschult sind - damit nach dem Go-Live kein Chaos ausbricht | Beraten und unterstützen: Wenn Fachabteilungen Fragen haben, bist du zur Stelle - als kluger Kopf mit einem offenen Ohr und einem klaren Plan","Erfahrung: Mindestens 3-5 Jahre als Business Analyst oder Requirements Engineer in einer Schweizer Bank (Finanzierung, Hypotheken, KMU-Kredite etc.) | Methodenkenntnisse: BPMN 2.0 und UML sind für dich kein Neuland, sondern bewährte Tools, um Prozesse sichtbar zu machen | Zertifikate? Nice to have! Falls du eine Zertifizierung als Requirements Engineer oder Business Analyst hast, umso besser - aber keine Sorge, unser Kunde akzeptiert auch Naturtalente! | Kommunikationstalent: Du kannst komplexe Themen verständlich erklären und überzeugst mit deiner klaren, analytischen Denkweise | Digitalisierung ist dein Ding: Du hast eine Affinität für digitale Trends und weisst, wie man moderne Tools smart einsetzt | Deutsch? Verhandlungssicher! Und wenn es sein muss, bist du auch bereit, mal quer durch die Schweiz zu reisen",Business Analyst
217,Senior Business Analyst Output,Centris AG,Solothurn,"Du unterstützt aktiv die Ablösung von Altsystemen und begleitest die reibungslose Überführung in unser neues System | Gemeinsam mit dem Team stellst du den stabilen Betrieb unseres Output Management (OMS) sicher | Du analysierst Anforderungen und erstellst Spezifikationen von Output-Dokumenten gemäss Business Requirements | Du bringst dich in die Weiterentwicklung unseres Output-Standards ein und setzt fachliche Anforderungen in praxisnahe Lösungen um | Störungen im produktiven System gehst du strukturiert an und unterstützt deren nachhaltigen Behebung | In Workshops übernimmst du die Planung und Moderation, sowohl intern als auch im Austausch mit unseren Kunden | Du bewegst dich in einem agilen Umfeld, das durch kurze Entscheidungswege, iterative Entwicklung und crossfunktionale Zusammenarbeit geprägt ist","Abgeschlossene Berufsbildung (IT oder KV) und eine Weiterbildung in Wirtschaftsinformatik/BWL mit Wirtschaftsinformatik oder vergleichbar | Erfahrung in Business Analyse sowie Requirement Engineering | Technisches Verständnis und Kenntnisse im Umgang mit Jira, Confluence, und Splunk sind von Vorteil | Berufserfahrung im Bereich des Kranken-/Unfallversicherungswesen | Erfahrung mit Syrius und/oder dem OMS Serie M/ von kwsoft von Vorteil",Business Analyst
218,"Business Analyst, 80-100%",Swiss GRC AG,Luzern,"Du identifizierst, analysierst, priorisierst und formulierst Anforderungen im Rahmen von unterschiedlichen Kundenprojekten zur erfolgreichen Einführung unserer GRC-Softwareplattform | Du analysierst und optimierst die GRC-Prozesse (Risikomanagement, Compliance, Informationssicherheit, Datenschutz usw.) unserer Kunden | Du berätst unsere Kunden bzgl. der Digitalisierung von GRC-Prozessen und schulst sie im Zusammenhang mit der Nutzung unserer Softwarelösung | Du führst Softwaretests durch und stellst eine hohe Qualität sicher | Du führst die Kundenprojekte von der Anforderungsaufnahme bis hin zum erfolgreichen Projektabschluss | Du hilfst so weit möglich bei der Konfiguration der GRC-Softwareplattform mit | Du arbeitest eng mit den Solution Consultants und Engineers zusammen","Abgeschlossene Aus-/Weiterbildung (Informatik, Wirtschaftsinformatik oder ähnliche Qualifikationen) | Fähigkeit Prozesse zu analysieren, Lösungen zu entwerfen und diese im Team technisch sauber umzusetzen | Erfahrung in der Führung von Projekten (Projektmanagement) | IT-Erfahrung idealerweise im Bereich Enterprise Software | Optional: Erfahrung in einem oder mehreren GRC-Bereichen | Verhandlungssicher in Deutsch, gute Kenntnisse in Englisch | Freude in der Kommunikation mit Kunden und Partnern | Offene und lösungsorientierte Persönlichkeit mit viel Freude am Umgang mit IT und Menschen",Business Analyst
219,Business Analyst m/w (100 %),OSIV Solution Center,Basel,"Unterstützung Produktlebenszyklus | Ermittlung und Bewertung der Kundenbedürfnisse | Erhebung und Analyse der Anforderungen an die Applikation | Strukturierung, Spezifizierung und Modellierung von Konzepten und Lösungs-
ansätzen | Mitarbeit bei der Priorisierung und Planung des Backlogs | Aktive Mitarbeit und Unterstützung von Projekten | Unterstützung der Kunden und des Service Desks bei Anwendungsproblemen,
deren Analyse und der Erarbeitung von Lösungsvorschlägen",Hochschulabschluss (FH) in Wirtschaftsinformatik oder vergleichbare Ausbildung | Umfassende Erfahrung in der Durchführung von Softwareentwicklungsprojekten | Gute Kommunikationsfähigkeiten und Teamgeist | Selbständiges Handeln und sicheres Auftreten | Gute Deutsch- und Englischkenntnisse,Business Analyst
