Job_Index,Job_Title,Company_Name,Job_Location,Tasks,Skills,Job_Search_Term
30,Projektleiter/-in Daten & Analyse,Bundesamt für Rüstung armasuisse,Bern,"Anlaufstelle (SPOC) im Bereich Datenanalyse / Datenauswertungen für alle Stakeholder im Immobilienmanagement VBS | Bei der Durchführung von Auswertungen sowie bei der Optimierung von Datenanalysen beraten | Definition von Masterdaten, Datenmodellen, Datenkatalogen sowie Organisation von Datenströmen (Data Pipelines) und Datenschnittstellen sicherstellen | Umsetzungskonzepte und Projektaufträge für das Daten- und Informationsmanagement erstellen | Analyse-Infrastrukturen und -Werkzeugen konzipieren, realisieren und weiterentwickeln | Bei einer unternehmensweiten Datenarchitektur mitgestalten sowie bei der Weiterentwicklung des gesamten Daten- und Informationsmanagements mitarbeiten","Hochschulabschluss (Bachelor/Master) in Informatik, Wirtschaftsinformatik oder gleichwertige Ausbildung sowie Weiterbildung in Datenanalyse, Data Science oder ähnliches von Vorteil | Mehrjährige Erfahrung in der Auswertung von Daten, der Bearbeitung von Unternehmens- und öffentlichen Daten, der Erstellung von datengestützten Entscheidungsgrundlagen sowie der Aufbereitung von grafischen Informationen | Ausgewiesene Erfahrung in den Bereichen Big Data, Statistik & Machine Learning, Entwicklung von Datenprodukten, Datenschutz und Datensicherheit | Projektleitungserfahrung und Kenntnisse im Bereich IT-System und -Lösungsarchitekturen | Gute mündliche und schriftliche Kenntnisse einer zweiten Amtssprache setzen wir voraus. Mündliche Kenntnisse einer dritten Amtssprache sind von Vorteil",Data Science
31,"Lead AI & Product Engineer (B2B-Plattform, 100%)",HOGALOG AG,Winterthur,"Entwicklung KI-gestützter Produkte entlang strategischer Ziele, Nutzerbedürfnisse und technologischer Möglichkeiten. | Identifikation relevanter Use Cases und Konzeption konkreter Lösungsansätze mit Fokus auf Machine Learning und Künstlicher Intelligenz. | Umsetzung funktionaler Prototypen, um Ideen frühzeitig zu testen und gemeinsam mit Kunden und Stakeholdern zu validieren. | Bewertung neuer ML-/AI-Technologien hinsichtlich Machbarkeit, Reifegrad und geschäftlichem Nutzen sowie Ableitung fundierter Architektur- und Tooling-Entscheidungen. | Enge Zusammenarbeit mit unseren Entwickler:innen zur Überführung validierter Prototypen in robuste, skalierbare Produktlösungen. | Förderung datengetriebenen Denkens im Unternehmen und aktives Wirken als Impulsgeber:in für daten- und AI-getriebene Innovation.","Erfolgreich abgeschlossenes Hochschulstudium (mindestens BSc) in Informatik, Data Science, Machine Learning oder einem verwandten technischen Bereich. | Du hast bereits mindestens ein marktrelevantes Produkt oder Feature gebaut, das auf einem Large Language Model basiert (z. B. GPT, Claude, Mistral). Dabei hast du den gesamten Prozess mitgestaltet. | Du verfügst über fundierte Kenntnisse in der Evaluation von LLMs – z. B. durch eigene Metriken und Benchmarks. | Sehr gute Python-Kenntnisse, insbesondere im Kontext von LLM-Anwendungen (z. B. mit LangChain, LlamaIndex, transformers, OpenAI SDK, etc.). | Sicher im Umgang mit typischen Komponenten LLM-basierter Systeme wie Embedding Models, Vektordatenbanken (z. B. Pinecone, Weaviate, FAISS) und RAG-Architekturen. | Du verstehst die Konzepte hinter MLOps bzw. LLMOps (z. B. Reproduzierbarkeit, CI/CD für Prompts und Embeddings, Prompt-Versionierung, Logging von User-Feedback). | Sehr gute SQL-Kenntnisse sowie Fähigkeit, Logs und Nutzerinteraktionen auszuwerten und daraus ableitbare Verbesserungen zu identifizieren. | Erfahrung in der Zusammenarbeit mit Product Ownern, Softwareentwickler:innen und interdisziplinären Teams – du kannst AI-Technologie in greifbare Produkte übersetzen. | Du kannst AI-Konzepte klar und verständlich kommunizieren – sowohl innerhalb des Teams als auch gegenüber Stakeholdern ohne technischen Hintergrund.",Data Science
32,Product Lead Finance & HR,Brack.Alltron AG,Zürich und/oder Mägenwil,"Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Bereiche Finance und HR mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder aus Finance und HR sowie das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für die Bereiche Finance und HR mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.","Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Finance- und HR-Systeme | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Finance- und HR-Systemen | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten",Data Science
33,"Product Owner, Analytics Platform",MEDGATE,Allschwil,"Own and maintain the feature backlog for the analytics platform, balancing business needs, data insights, and platform consistency | Write clear, testable user stories with acceptance criteria aligned to technical requirements for data pipelines, data models, and BI dashboards | Ensure product integrity during new feature and data integration rollouts.","Define and champion the analytics platform vision, aligning [Medgate's] strategic goals with business data and reporting needs. | Collaborate with the Business Owner, TTL, data engineers, compliance teams, and other product team POs. | Proactively communicate delivery timelines, dependencies, and potential issues to stakeholders.",Data Science
34,Product Lead Logistik,Brack.Alltron AG,Mägenwil,"Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Logistik mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie die Logistikkollegen und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für den Bereich Logistik mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.","Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Warehouse Systeme, Inbound und Outbound Logistik | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Logistiksystemen und deren Logiken | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten",Data Science
35,(Senior) Data Analyst Online Shop (w/m/d),Digitec Galaxus AG,Zürich,"Du analysierst das Nutzerverhalten und leitest daraus Hypothesen sowie Handlungsempfehlungen für die Produktentwicklung ab. | Gemeinsam mit Product Owner, Engineers und UX-Experten entwickelst du KPIs und stellst diese über benutzerfreundliche Reports zur Verfügung. | Du übernimmst die Konzeption und statistische Auswertung von Online-Experimenten und leitest daraus konkrete Handlungsempfehlungen ab. | Zusammen mit unseren Data Engineers und Data Scientists trägst du dazu bei, unsere Business-Intelligence-Infrastruktur weiterzuentwickeln und durch übergreifende Initiativen auszubauen. | Du übersetzt die Informationsbedürfnisse des Business in Tracking-Anforderungen und setzt diese gemeinsam mit den Entwicklern um.","Abgeschlossenes Studium im technischen oder Daten fokussierten Bereich (ETH/UNI/FH) oder ausreichend relevante Berufserfahrung. | Erfahrung in der Analyse komplexer Datensätze, idealerweise im E-Commerce-Umfeld. | Fundierte Kenntnisse in der Extraktion und Verarbeitung von Daten mit SQL und Python. | Erfahrung in Konzeption, Umsetzung und statistischer Auswertung von Online-Experimenten (z. B. A/B-Tests) sowie weiterer Methoden der Kausalanalyse. | Kenntnisse im Einsatz von Business-Intelligence-Software wie Tableau oder Looker Studio zur Visualisierung von Daten. | Kenntnisse in Data Science, Machine Learning und Software-Entwicklungspraktiken (z. B. Versionskontrolle) sind von Vorteil. | In Englisch und Deutsch zu arbeiten fällt dir leicht. Die Teamsprache ist Deutsch.",Data Science
36,Product Lead Sourcing & Purchasing,Brack.Alltron AG,Zürich und/oder Mägenwil,"Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Beschaffung und Einkauf mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie Commercials / Category Management, Sales und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für die Bereiche Beschaffung und Einkauf mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.","Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten",Data Science
37,Applied Machine Learning Engineer (80 %),Zentralbibliothek Zürich,Zürich,"unsere digitalisierten Bestände mit zusätzlichen Metadaten für multi-modales Retrieval anzureichern, | grosse Datenkorpora wie zum Beispiel aus dem Google-Books-Projekt mittels ML-Methoden wie Topic Modelling, Named Entity Recognition, Vergabe von Schlagwörtern oder Visualisierungen zu erschliessen, | die Zugänglichkeit unserer Daten zu verbessern, zum Beispiel durch natürlichsprachliche Such- und Empfehlungsfunktionen, Relevanz-Ranking, Auflistung inhaltlich ähnlicher Literatur, Zusammenfassungen oder Übersetzungen, | die Datenerschliessungsprozesse in der ZB weiterzuentwickeln, | Forschende bei dem Zusammenstellen von massgeschneiderten Korpora zu unterstützen | Abgeschlossenes Hochschulstudium in Informatik, Data Science, Computerlinguistik oder gleichwertige Ausbildung in einem verwandten Bereich | Einschlägige Erfahrung in der Anwendung von Machine Learning-Verfahren und von Natural Language Processing-Modellen, idealerweise mit Schwerpunkten auf Textverarbeitung und Textgenerierung | Exzellente Programmierkenntnisse in Python und Erfahrung mit Deep Learning-Frameworks wie TensorFlow oder PyTorch | Fundiertes Verständnis von Datenbanken, Datenintegration und Datenbereinigung | Ausgeprägte Kundenorientierung und Kommunikationsfähigkeit | Initiative, lösungsorientierte und teamfähige Persönlichkeit | Erfahrungen mit methodischer Projektarbeit und Interesse an agilen Arbeitsweisen | Sie arbeiten mit Neugier und Wissensdurst und bringen sich gerne mit guten Vorschlägen ein | Deutschkenntnisse auf Muttersprache-Niveau und gute Englischkenntnisse in Wort und Schrift",no skills found on this job ad,Data Science
38,Mendix Tech Consultant (all genders),adesso Schweiz AG,Deutschschweiz,"Participate in the full software development lifecycle - Analyze, understand and document software and business requirements; conceptualize and design architecture and structure; design and implement scalable databases; develop web and mobile applications; develop, design and execute comprehensive test scenarios and troubleshooting; set up, manage and track deployment/processes; and maintain through ongoing support and gathering new requirements or enhancements. | Work as part of a project team - offer guidance, feedback, and conduct code reviews. Actively participate in scrum ceremonies. Experience with agile methodologies and proficiency in at least one Scrum framework is mandatory. Additionally, you’ll collaborate with stakeholders, project managers, and solution architects to analyze system specifications, translate them into system requirements, and provide strategic guidance to ensure the project's successful delivery. | Sound knowledge: Degree in computer science, business informatics, data science or a comparable field of study with a relevant connection. | Experience: 2-3 years of professional experience with Mendix. | Certification: Mendix Rapid Certification. | Language skills: Fluent in English and either German (C1), French (C1) or Italian (C1), depending on the location. | Learn and grow with us: we support your continuous development with over 400 training courses and our digital learning platform. | Experience real team spirit: joint events (e.g. ski weekends and the annual eduCamp training trip), welcome days and company runs strengthen our team spirit and allow you to be part of the team from the very beginning. | Commitment that is rewarded: Your commitment pays off - with bonuses for recommendations, lectures, thesis supervision and attractive benefits via our corporate benefits portal.","Development skills: You have already developed with JavaScript, CSS, Python, Java, PHP and PostgreSQL. You are familiar with asynchronous processes such as timers and task queues. | Certifications: Mendix Intermediate and/or Advanced certification. | Automation skills: Development of CI/CD pipelines with Mendix. | Methodology experience: You have experience in BDD (Behavior-Driven Development), TDD (Test-Driven Development), JUnit frameworks and test automation.",Data Science
40,Business Analyst Material Science,Omya (Schweiz) AG,Egerkingen,"Analyze business, market, customer, and competitor data to provide basis for actionable recommendations in terms of portfolio and/or business opportunities or gaps. | Provide input to establish targets for sales performance for Market/Segment portfolio, such as product mix, sales volume, market share, or business development. | Develop dashboards and reports to monitor market trends, segment performance, and campaign effectiveness. | Collaborate with Sales Excellence team to ensure robust and scalable insight generation. | Measure and report segment growth vs. previous years and strategic plans. | Analyze business metrics for strategic ""solutions"" and provide actionable insights, especially on product mix gaps. | Track sales performance including profitability, volumes, market share, and cross-selling scores. | Support gap analysis for global Key Accounts and vs. target account plans as needed. | Develop and monitor KPIs for strategic projects and target market opportunities. | Deliver timely, accurate reports and recommendations to Segment Head, Portfolio Directors, and Key Account Managers. | Provide competitive intelligence (imports, market benchmarks, competitor activity). | Build and maintain predictive analytics tools. | Leverage AI and CRM (Salesforce) data to uncover trends and opportunities.","Bachelor's or Master's degree in Business Analytics, Economics, Engineering, or related field. | 3+ years of experience in business analysis, preferably in B2B industrial or chemical sectors. | Strong analytical and problem-solving skills. | Data Analysis and management (e.g. Python, SQL, NoSQL) | Proficiency in data visualization and BI tools (e.g., Power BI, Tableau). | Experience with CRM systems (Salesforce preferred) and AI-based analytics. | Excellent communication and stakeholder management skills. | Ability to work cross-functionally in a global matrix organization. | Mindset: Strategic thinker with a hands-on attitude. Curious, proactive, and solution-oriented. | Excellent command in English, both oral and written. | Good command of both oral and written additional relevant language is beneficial, particularly German.",Data Science
44,Contractor - IT System Engineer,Humanis AG,Deutschschweiz,"Operate and enhance an in-house collaboration platform | Build and maintain CI/CD pipelines for automated software delivery | Manage on-premises systems and Kubernetes clusters securely and efficiently | Automate infrastructure provisioning using IaC (Ansible/Terraform) | Implement monitoring, logging, and alerting (ELK, Prometheus, Grafana) | Integrate and optimize real-time data streams with Apache Kafka | Support test automation and ensure system reliability (JUnit, Selenium, TestNG) | Maintain architecture compliance and present solutions to engineering teams | Manage agile workflows and documentation using Jira, Confluence, and GitLab | MSc or BSc in Computer Science, Engineering, or related field | At least 2–3 years of professional experience in a similar role (DevOps / System Engineering) | Strong expertise in CI/CD, Kubernetes, IaC, and Linux system administration | Experience in architecture-driven development and implementation reviews | Independent, structured, and communicative working style | Ability to explain complex technical topics in a clear and understandable way | Fluent in German (native) with good English skills | Willingness to commute or relocate to the Bern area | Exciting IT projects in a modern and innovative technical environment | Attractive employment conditions and remuneration. | Social benefits",no skills found on this job ad,Data Science
48,Data Analyst,netplus.ch SA,Sierre,"Révéler l'invisible : Explorer, collecter et interpréter nos ensembles de données pour identifier des tendances et les opportunités de croissance, que vous traduirez en tableaux de bord décisionnels percutants. | Construire l'avenir de la donnée : Participer activement à la construction d'un environnement de données robuste, sécurisé et pérenne. | Anticiper pour mieux agir : Développer et maintenir des modèles statistiques et prédictifs pour formuler des recommandations. | Collaborer et communiquer : Travailler en étroite collaboration avec les équipes métiers pour comprendre leurs besoins.","Qualités Personnelles : Vous êtes reconnu(e) pour votre rigueur, votre curiosité et votre solide esprit d'analyse. Proactif(ve) et autonome, vous savez résoudre des problèmes complexes et proposer des solutions innovantes.",Data Science
50,Senior Software Engineer mit AI/ML Erfahrung,RUAG AG,Bern,"Entwicklung und Pflege von Softwarelösungen zur Integration von ML-Modellen in Produkte und Plattformen | Design und Implementierung skalierbarer APIs und Services für ML-Modelle | Aufbau von Daten- und Modell-Pipelines mit Fokus auf Zuverlässigkeit, Sicherheit und Effizienz | Zusammenarbeit mit Data Scientists und ML-Engineers bei der Umsetzung von Modellen in produktive Systeme | Anwendung von Best Practices im Bereich Softwarequalität (Clean Code, Testing, CI/CD, Code Reviews) | Monitoring, Debugging und Optimierung bestehender ML-gestützter Anwendungen","Bachelor oder Master-Abschluss in Computer Science oder benachbartem Gebiet | Mehrjährige Erfahrung als Softwareentwickler z.B. in Python, Java oder C++ | Erfahrung mit Containerisierung und Orchestrierung (Docker, Kubernetes, OpenShift) | Teamorientierte Arbeitsweise mit Schwerpunkt auf Zusammenarbeit und Anpassungsfähigkeit | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift",Data Science
53,(Senior) Consultant - Technology Strategy & Transformation - Financial Services (80-100%),EY (Ernst & Young AG),Zurich,"Understand clients' business needs to align IT strategies effectively. | Create live demos for relevant use cases and stay informed on emerging technologies (Cloud, Data Analytics, ML & AI, Process Mining, etc.), assess their market impact and relevance to clients' current and future business models. | Facilitate business transformation by leveraging technology and applying agile and waterfall methodologies. | Manage technology-driven projects, including resource allocation, activity planning, and work product oversight. | Assist in IT cost optimization initiatives to enhance financial efficiency. | Participate in assessment, design, and IT implementation projects, providing vital support. | Analyze data to derive insights and propose actionable strategies. | Communicate findings and deliverables clearly to clients and senior team members. | Work collaboratively in dynamic, cross-functional teams to achieve project goals.","A passion for Information Technologies, Digital Innovation and Financial Services | A degree in Business Information Technology, Information Technology, Computer Science, Business Administration with a strong technology affinity, or equivalent | Fluency in German and English; French and Italian beneficial | First working experience in technology consulting or a technology delivery environment in Financial Services (Banking & Capital Markets, Wealth & Asset Management, or Insurance) | Strong analytical skills with an ability to structure and analyze problems in a systematic and organized way | The ability to break down and structure complex matters and communicate them effectively to senior stakeholders | An open-minded motivated personality willing to work in teams | An entrepreneurial mentality with the willingness to drive and own solutions | Can-do mindset, with a focus on high performance standards and ability to work in a focused and independent manner | Coding and prompt engineering capabilities",Data Science
65,Data & Analytics Engineer (Jr/Mid-Level) (f|m|d) | 100% | Zurich - Hybrid Work,SMG Swiss Marketplace Group,Zürich,"Design, build, and maintain scalable data pipelines (ETL/ELT) and transformation workflows | Provide accurate and timely metrics, dashboards, and reports to meet group-level needs | Develop data applications and visualisations that enable stakeholders to access and act on insights | Support data governance and compliance processes to ensure consistent, accurate, and trustworthy data | Partner with business teams to translate requirements into impactful data products that drive operational excellence.","80% Backend - pipelines, transformations, data apps | 20% Frontend - dashboards, visualisations",Data Science
83,SAP Security Architect / SAP IAM (m/f),BROMsolutions AG Biel,Zentralschweiz,"Continuously assess and manage the security and risk posture across the SAP and enterprise application portfolio | Guide IT business partner teams in designing and delivering secure SAP and business application solutions | Define and standardize authorization concepts in support of our IAM initiatives, ensuring consistency across platforms such as SAP, Veeva, and Kinaxis | Lead the development of integration security standards for APIs, data exchanges, and authentication mechanisms | Classify business applications and align security controls based on criticality, organizational value streams, and process sensitivity | Collaborate closely with security, enterprise architecture, infrastructure, and application teams to implement comprehensive SAP cloud and SaaS security models","Bachelor’s or Master’s Degree in computer science, Information Security, or related discipline | 5+ years of experience in IT Security for enterprise application like SAP, including 2+ years in security architecture | Knowledge of enterprise/security architecture frameworks (e.g. TOGAF, SABSA) and business capability modeling | Hands-on with IAM systems and the development of SAP authorization models and role concepts | Solid understanding of cloud security architectures (AWS, Azure, SAP BTP, private/hybrid cloud) | Proactive, structured and responsible approach to work | Strong collaboration, communication and documentation skills in English (German is a plus)",Data Science
84,Cybersecurity and Privacy GRC Specialist,PwC,Zürich,Areas of responsibility:,Broad spectrum:,Data Science
92,Senior Consultant - Technology Consulting - Cyber Security (80-100%),EY (Ernst & Young AG),Zürich,"Your focus will be on Cybersecurity consulting, information security, and risk assessment of processes, applications, systems, and IT infrastructures in banks and insurance companies | You will work on projects in hot topics in Cybersecurity such as cloud security, blockchain, DevOps, penetration testing, and security architecture | In addition, you will also take on tasks in the areas of IT risk assurance in terms of internal controls and risk and compliance management | As a member of an interdisciplinary team of specialists, you will support our customers in consulting projects in assessing and improving the effectiveness and quality in the field of Cybersecurity | Help our clients understand the Cyber threat landscape and assess the maturity of their Cybersecurity strategy","Degree (Bachelor's or Master's) in Business Information Technology, in a technical field (e.g. Computer Science) related to Cybersecurity topics, or equivalent education | Relevant professional experience (at least 2 - 3 years) in Cybersecurity, information security and technical IT security assessments | Sound organizational and technical knowledge in the area of Cybersecurity including experience with relevant security standards and frameworks (e.g. ISO 27001:2013, NIST Cybersecurity Framework etc.) | A must: Passion for consulting and Cybersecurity topics and an in-depth experience in one or more Cybersecurity areas such as (but not limited to) security architecture, data protection, network security, or identity and access management | Ideally, relevant industry certifications (e.g. CISSP, CISM, CRISC, CISA, etc.) | A plus: Previous knowledge of the financial services sector | Qualities guaranteed to boost your career at EY: ability to work in a team, determination, commitment, a strong presence, an independent working style, and a quick grasp of new topics | Fluent in German and English",Data Science
93,"Personal-Assistent 80-100%, m/w",Nicht offengelegter Arbeitgeber,Burgdorf,Mithilfe in der Personaladministration vom Eintritt bis zum Austritt | Führen der Zeiterfassung | Mithilfe bei der Rekrutierung | Unterstützung in der korrekten und termingerechten Abwicklung der Lohnzahlungen und Sozialversicherungen | Allgemeine administrative Tätigkeiten im HR-Bereich,"Kaufmännische Grundausbildung | Weiterbildung als Personalassistent/in ist zwingend | 3-5 Jahre Berufserfahrung im HR | Sehr gute Deutschkenntnisse | Gute PC-Kenntnisse und gutes Verständnis für Zahlen | Erkennen von Schnittstellen und vernetztes, unternehmerisches Denken | Selbständige, analytische und exakte Arbeitsweise",Data Science
133,Senior Backend Engineer (a)*,Ringier AG,Zürich-Seefeld,"You will play a significant role in major technical initiatives and projects, assisting in optimizing data pipelines and enhancing service performance | You will contribute to our evolving software architecture and crucial technology decisions | You will build and maintain backend services, ensuring reliability, performance, and scalability","You possess a Bachelor's degree in Computer Science or equivalent and have 6+ years of professional experience in software development | You demonstrate strong programming skills in Node.js, Typescript, and Javascript | You have a solid understanding of backend technologies such as Redis, NoSQL, SQL Databases, and frameworks like NestJS or Express | You possess a solid grasp of AWS Services like SQS, Lambda, DynamoDB, S3, and API Gateway | You have deep knowledge of caching strategies to unload the origin | You are familiar with GraphQL, containerized development, and hosting (Docker) | You are fluent in English; German language proficiency is a plus",Data Science
135,Senior DevOps Engineer (a)*,Ringier AG,Zürich-Seefeld,"You will play a significant role in major technical initiatives and projects focused on optimising data pipelines, improving service performance, and ensuring infrastructure scalability | Participate actively in evolving the software architecture and making key technology decisions with a strong emphasis on cloud infrastructure best practices | Design, develop, and maintain scalable, reliable backend services to meet high-performance standards","Bachelor's degree in Computer Science or a related field, with 6+ years of professional software development experience | In-depth knowledge of backend technologies, including Redis, NoSQL and SQL databases, and frameworks such as NestJS or Express | Solid experience with AWS services: SQS, Lambda, DynamoDB, S3, and API Gateway | Advanced understanding of caching strategies to optimise origin load | Expertise in CI/CD pipelines and GitOps methodologies, including Infrastructure as Code using Serverless Framework and AWS CloudFormation | Strong proficiency with container orchestration, specifically Amazon EKS or Kubernetes | Skilled in monitoring, securing, and optimising AWS environments using Datadog and native AWS tools | Experience with JavaScript/TypeScript (e.g., Node.js) or other modern programming languages | AWS certifications (e.g., AWS Certified DevOps Engineer, AWS Solutions Architect) are highly desirable | Fluent in English; German language skills are a plus",Data Science
